"sid","pid","PNUM","uid","TASK","DATASET","timestamp","ixn","code_topic","code_detail","code_datatype","flag_simultaneous","reps_group","reps_all","time","task_start","task_end","task_mins","task_second","relative_time_s","relative_time","reps_multi","REP","rep_simple","rep_type"
"513","iurmer289","P12","381","static","happiness",00:39:53,"FALSE","PROCESS","plan of action",NA,FALSE,"profile","initial_data_profile_iurmer289happiness,",00:39:53,00:35:23,01:03:35,28.2,1692,270,270,FALSE,"profile","profile","CHART"
"514","iurmer289","P12","376","static","happiness",00:42:00,"FALSE","DATASET","missing data",NA,FALSE,"info","happiness_df_info_iurmer289happiness,",00:42:00,00:35:23,01:03:35,28.2,1692,397,397,FALSE,"info","TABLE","CODE"
"515","iurmer289","P12","390","static","happiness",00:42:45,"FALSE","DATASET","missing data",NA,FALSE,"info","happiness_df_info_iurmer289happiness,",00:42:45,00:35:23,01:03:35,28.2,1692,442,442,FALSE,"info","TABLE","CODE"
"516","iurmer289","P12","365","static","happiness",00:45:37,"FALSE","VARIABLE","distribution shape [shape, skew, kurtosis]","distribution  (continuous)",FALSE,"profile","initial_data_profile_iurmer289happiness,",00:45:37,00:35:23,01:03:35,28.2,1692,614,614,FALSE,"profile","profile","CHART"
"517","iurmer289","P12","364","static","happiness",00:45:46,"FALSE","PROCESS","plan of action",NA,FALSE,"profile","initial_data_profile_iurmer289happiness,",00:45:46,00:35:23,01:03:35,28.2,1692,623,623,FALSE,"profile","profile","CHART"
"518","iurmer289","P12","343","static","happiness",00:46:23,"FALSE","DATASET","missing data",NA,FALSE,"dataframe","happiness_df_head_iurmer289happiness,",00:46:23,00:35:23,01:03:35,28.2,1692,660,660,FALSE,"dataframe","TABLE","CODE"
"519","iurmer289","P12","361","static","happiness",00:46:40,"FALSE","DATASET","data size",NA,FALSE,"info","dropna_shape_check_iurmer289happiness, happiness_df_info_iurmer289happiness,",00:46:40,00:35:23,01:03:35,28.2,1692,677,677,FALSE,"info","TABLE","CODE"
"520","iurmer289","P12","391","static","happiness",00:46:58,"FALSE","DATASET","missing data",NA,FALSE,"info","happiness_df_info_iurmer289happiness,",00:46:58,00:35:23,01:03:35,28.2,1692,695,695,FALSE,"info","TABLE","CODE"
"521","iurmer289","P12","367","static","happiness",00:47:30,"FALSE","DATASET","missing data",NA,FALSE,"dataframe","happiness_df_head_iurmer289happiness,",00:47:30,00:35:23,01:03:35,28.2,1692,727,727,FALSE,"dataframe","TABLE","CODE"
"522","iurmer289","P12","385","static","happiness",00:47:43,"FALSE","DATASET","missing data",NA,FALSE,"dataframe","happiness_df_head_iurmer289happiness,",00:47:43,00:35:23,01:03:35,28.2,1692,740,740,FALSE,"dataframe","TABLE","CODE"
"523","iurmer289","P12","371","static","happiness",00:50:06,"FALSE","DATASET","missing data",NA,FALSE,"double-profiler","correct_filtered_data_profile_iurmer289happiness, initial_data_profile_iurmer289happiness,",00:50:06,00:35:23,01:03:35,28.2,1692,883,883,FALSE,"double-profiler","profile","CHART"
"524","iurmer289","P12","341","static","happiness",00:50:10,"FALSE","VARIABLE","distribution range [min, max]","distribution (categorical)",FALSE,"double-profiler","correct_filtered_data_profile_iurmer289happiness, initial_data_profile_iurmer289happiness,",00:50:10,00:35:23,01:03:35,28.2,1692,887,887,FALSE,"double-profiler","profile","CHART"
"525","iurmer289","P12","412","static","happiness",00:50:51,"FALSE","VARIABLE","distribution range [min, max]","distribution (categorical)",FALSE,"double-profiler","correct_filtered_data_profile_iurmer289happiness, initial_data_profile_iurmer289happiness,",00:50:51,00:35:23,01:03:35,28.2,1692,928,928,FALSE,"double-profiler","profile","CHART"
"526","iurmer289","P12","404","static","happiness",00:52:28,"FALSE","VARIABLE","distribution outlier (variable)","distribution  (continuous)",FALSE,"scatterplot","corrected_lifeExpectancy_scatterplot_iurmer289happiness,",00:52:28,00:35:23,01:03:35,28.2,1692,1025,1025,FALSE,"scatterplot","scatterplot","CHART"
"527","iurmer289","P12","417","static","happiness",00:53:10,"FALSE","RELATIONSHIP","relationship strength and/or direction","relationship (continuous X continuous)",FALSE,"multiviewchart","correct_filtered_data_profile_iurmer289happiness, corrected_lifeExpectancy_scatterplot_iurmer289happiness,",00:53:10,00:35:23,01:03:35,28.2,1692,1067,1067,FALSE,"multiviewchart","multi-view chart","CHART"
"528","iurmer289","P12","369","static","happiness",00:54:08,"FALSE","RELATIONSHIP","relationship strength and/or direction","relationship (continuous X continuous)",FALSE,"scatterplot","happiness_vs_logGDP_scatterplot_iurmer289happiness,",00:54:08,00:35:23,01:03:35,28.2,1692,1125,1125,FALSE,"scatterplot","scatterplot","CHART"
"529","iurmer289","P12","344","static","happiness",00:54:14,"FALSE","RELATIONSHIP","outlier (relationship)","relationship (continuous X continuous)",FALSE,"scatterplot","happiness_vs_logGDP_scatterplot_iurmer289happiness,",00:54:14,00:35:23,01:03:35,28.2,1692,1131,1131,FALSE,"scatterplot","scatterplot","CHART"
"530","iurmer289","P12","360","static","happiness",00:55:13,"FALSE","PROCESS","representation comment",NA,FALSE,"pairplot","happiness_pairplot_iurmer289happiness,",00:55:13,00:35:23,01:03:35,28.2,1692,1190,1190,FALSE,"pairplot","pairplot","CHART"
"531","iurmer289","P12","353","static","happiness",00:55:46,"FALSE","RELATIONSHIP","relationship strength and/or direction","relationship (continuous X continuous)",TRUE,"pairplot","happiness_pairplot_iurmer289happiness,",00:55:46,00:35:23,01:03:35,28.2,1692,1223,1223,FALSE,"pairplot","pairplot","CHART"
"532","iurmer289","P12","402","static","happiness",00:55:52,"FALSE","RELATIONSHIP","relationship strength and/or direction","relationship (continuous X continuous)",FALSE,"pairplot","happiness_pairplot_iurmer289happiness,",00:55:52,00:35:23,01:03:35,28.2,1692,1229,1229,FALSE,"pairplot","pairplot","CHART"
"533","iurmer289","P12","348","static","happiness",00:56:12,"FALSE","RELATIONSHIP","relationship strength and/or direction","relationship (continuous X continuous)",FALSE,"pairplot","happiness_pairplot_iurmer289happiness,",00:56:12,00:35:23,01:03:35,28.2,1692,1249,1249,FALSE,"pairplot","pairplot","CHART"
"534","iurmer289","P12","347","static","happiness",00:56:16,"FALSE","RELATIONSHIP","relationship strength and/or direction","relationship (continuous X continuous)",FALSE,"pairplot","happiness_pairplot_iurmer289happiness,",00:56:16,00:35:23,01:03:35,28.2,1692,1253,1253,FALSE,"pairplot","pairplot","CHART"
"535","iurmer289","P12","394","static","happiness",00:56:25,"FALSE","RELATIONSHIP","relationship strength and/or direction","relationship (continuous X continuous)",TRUE,"pairplot","happiness_pairplot_iurmer289happiness,",00:56:25,00:35:23,01:03:35,28.2,1692,1262,1262,FALSE,"pairplot","pairplot","CHART"
"536","iurmer289","P12","403","static","happiness",00:57:14,"FALSE","RELATIONSHIP","relationship strength and/or direction","relationship (continuous X continuous)",FALSE,"heatmap","correlation_heatmap_iurmer289happiness,",00:57:14,00:35:23,01:03:35,28.2,1692,1311,1311,FALSE,"heatmap","heatmap","CHART"
"537","iurmer289","P12","384","static","happiness",00:57:22,"FALSE","RELATIONSHIP","relationship strength and/or direction","relationship (continuous X continuous)",FALSE,"heatmap","correlation_heatmap_iurmer289happiness,",00:57:22,00:35:23,01:03:35,28.2,1692,1319,1319,FALSE,"heatmap","heatmap","CHART"
"538","iurmer289","P12","415","static","happiness",00:57:32,"FALSE","RELATIONSHIP","relationship strength and/or direction","relationship (continuous X continuous)",FALSE,"heatmap","correlation_heatmap_iurmer289happiness,",00:57:32,00:35:23,01:03:35,28.2,1692,1329,1329,FALSE,"heatmap","heatmap","CHART"
"539","iurmer289","P12","373","static","happiness",00:57:49,"FALSE","DATASET","variable metadata",NA,FALSE,"dictionary","data_dictionary,",00:57:49,00:35:23,01:03:35,28.2,1692,1346,1346,FALSE,"dictionary","TABLE","CODE"
"540","iurmer289","P12","357","static","happiness",00:58:28,"FALSE","RELATIONSHIP","relationship cluster(s)/subgroup/ unexpected",NA,FALSE,"heatmap","correlation_heatmap_iurmer289happiness,",00:58:28,00:35:23,01:03:35,28.2,1692,1385,1385,FALSE,"heatmap","heatmap","CHART"
"541","iurmer289","P12","351","static","happiness",00:58:51,"FALSE","PROCESS","plan of action",NA,FALSE,"none",NA,00:58:51,00:35:23,01:03:35,28.2,1692,1408,1408,FALSE,"none","NONE","NONE"
"542","iurmer289","P12","340","static","happiness",01:03:35,"FALSE","RELATIONSHIP","relationship existence / non-existence","relationship (continuous X continuous)",FALSE,"multiviewchart","correlation_heatmap_iurmer289happiness, happiness_pairplot_iurmer289happiness, correct_filtered_data_profile_iurmer289happiness,",01:03:35,00:35:23,01:03:35,28.2,1692,1692,1692,FALSE,"multiviewchart","multi-view chart","CHART"
"543","iurmer289","P12","374","ixn","space",01:29:09,"FALSE","PROCESS","representation comment",NA,FALSE,"dataframe","titanic_df_head_iurmer289space,",01:29:09,01:29:09,01:55:00,25.9,1551,0,0,FALSE,"dataframe","TABLE","CODE"
"544","iurmer289","P12","413","ixn","space",01:29:16,"FALSE","DATASET","variable metadata",NA,FALSE,"dataframe","titanic_df_head_iurmer289space,",01:29:16,01:29:09,01:55:00,25.9,1551,7,7,FALSE,"dataframe","TABLE","CODE"
"545","iurmer289","P12","401","ixn","space",01:29:35,"FALSE","DATASET","data size",NA,FALSE,"info","titanic_df_info_iurmer289space,",01:29:35,01:29:09,01:55:00,25.9,1551,26,26,FALSE,"info","TABLE","CODE"
"546","iurmer289","P12","380","ixn","space",01:29:44,"FALSE","DATASET","missing data",NA,FALSE,"info","titanic_df_info_iurmer289space,",01:29:44,01:29:09,01:55:00,25.9,1551,35,35,FALSE,"info","TABLE","CODE"
"547","iurmer289","P12","388","ixn","space",01:30:18,"FALSE","DATASET","data orientation",NA,FALSE,"dataframe","titanic_df_head_iurmer289space, intro_text,",01:30:18,01:29:09,01:55:00,25.9,1551,69,69,FALSE,"dataframe","TABLE","CODE"
"548","iurmer289","P12","411","ixn","space",01:30:34,"FALSE","DATASET","variable metadata",NA,TRUE,"dataframe","titanic_df_head_iurmer289space,",01:30:34,01:29:09,01:55:00,25.9,1551,85,85,FALSE,"dataframe","TABLE","CODE"
"549","iurmer289","P12","389","ixn","space",01:30:52,"FALSE","DATASET","missing data",NA,FALSE,"info","titanic_df_info_iurmer289space,",01:30:52,01:29:09,01:55:00,25.9,1551,103,103,FALSE,"info","TABLE","CODE"
"550","iurmer289","P12","398","ixn","space",01:31:16,"FALSE","DATASET","missing data",NA,FALSE,"info","titanic_df_info_iurmer289space,",01:31:16,01:29:09,01:55:00,25.9,1551,127,127,FALSE,"info","TABLE","CODE"
"551","iurmer289","P12","414","ixn","space",01:31:36,"FALSE","PROCESS","representation comment",NA,FALSE,"none","interactive_tutorial,",01:31:36,01:29:09,01:55:00,25.9,1551,147,147,FALSE,"none","NONE","NONE"
"552","iurmer289","P12","350","ixn","space",01:33:03,"FALSE","RELATIONSHIP","relationship strength and/or direction","relationship (categorical X continuous)",TRUE,"none","interactive_tutorial,",01:33:03,01:29:09,01:55:00,25.9,1551,234,234,FALSE,"none","NONE","NONE"
"553","iurmer289","P12","406","ixn","space",01:35:03,"FALSE","PROCESS","representation comment",NA,FALSE,"multiviewchart","profile_and_barplot_count_iurmer289space,",01:35:03,01:29:09,01:55:00,25.9,1551,354,354,FALSE,"multiviewchart","multi-view chart","CHART"
"554","iurmer289","P12","393","ixn","space",01:35:14,"FALSE","VARIABLE","distribution shape [shape, skew, kurtosis]","distribution (categorical)",FALSE,"multiviewchart","profile_and_barplot_count_iurmer289space,",01:35:14,01:29:09,01:55:00,25.9,1551,365,365,FALSE,"multiviewchart","multi-view chart","CHART"
"555","iurmer289","P12","366","ixn","space",01:35:23,"TRUE","PROCESS","representation comment",NA,FALSE,"multiviewchart","profile_and_barplot_count_iurmer289space,",01:35:23,01:29:09,01:55:00,25.9,1551,374,374,FALSE,"multiviewchart","multi-view chart","CHART"
"556","iurmer289","P12","378","ixn","space",01:35:43,"TRUE","VARIABLE","distribution shape [shape, skew, kurtosis]","distribution (categorical)",FALSE,"multiviewchart","profile_and_barplot_count_iurmer289space,",01:35:43,01:29:09,01:55:00,25.9,1551,394,394,FALSE,"multiviewchart","multi-view chart","CHART"
"557","iurmer289","P12","379","ixn","space",01:35:49,"TRUE","VARIABLE","distribution shape [shape, skew, kurtosis]","distribution (categorical)",FALSE,"multiviewchart","profile_and_barplot_count_iurmer289space,",01:35:49,01:29:09,01:55:00,25.9,1551,400,400,FALSE,"multiviewchart","multi-view chart","CHART"
"558","iurmer289","P12","387","ixn","space",01:36:11,"TRUE","PROCESS","representation comment",NA,FALSE,"multiviewchart","profile_and_barplot_count_iurmer289space,",01:36:11,01:29:09,01:55:00,25.9,1551,422,422,FALSE,"multiviewchart","multi-view chart","CHART"
"559","iurmer289","P12","370","ixn","space",01:36:59,"TRUE","VARIABLE","distribution shape [shape, skew, kurtosis]","distribution (categorical)",FALSE,"multiviewchart","profile_and_barplot_count_iurmer289space,",01:36:59,01:29:09,01:55:00,25.9,1551,470,470,FALSE,"multiviewchart","multi-view chart","CHART"
"560","iurmer289","P12","399","ixn","space",01:37:19,"TRUE","VARIABLE","distribution shape [shape, skew, kurtosis]","distribution (categorical)",FALSE,"multiviewchart","profile_and_barplot_count_iurmer289space,",01:37:19,01:29:09,01:55:00,25.9,1551,490,490,FALSE,"multiviewchart","multi-view chart","CHART"
"561","iurmer289","P12","372","ixn","space",01:37:29,"TRUE","VARIABLE","distribution shape [shape, skew, kurtosis]","distribution (categorical)",FALSE,"multiviewchart","profile_and_barplot_count_iurmer289space,",01:37:29,01:29:09,01:55:00,25.9,1551,500,500,FALSE,"multiviewchart","multi-view chart","CHART"
"562","iurmer289","P12","342","ixn","space",01:37:41,"FALSE","RELATIONSHIP","relationship existence / non-existence","relationship (categorical X categorical)",FALSE,"dataframe","query_earth_iurmer289space,",01:37:41,01:29:09,01:55:00,25.9,1551,512,512,FALSE,"dataframe","TABLE","CODE"
"563","iurmer289","P12","416","ixn","space",01:39:07,"FALSE","PROCESS","representation comment",NA,FALSE,"none","interactive_tutorial,",01:39:07,01:29:09,01:55:00,25.9,1551,598,598,FALSE,"none","NONE","NONE"
"564","iurmer289","P12","352","ixn","space",01:39:47,"FALSE","RELATIONSHIP","relationship existence / non-existence","relationship (categorical X categorical)",FALSE,"dataframe","titanic_df_head_iurmer289space,",01:39:47,01:29:09,01:55:00,25.9,1551,638,638,FALSE,"dataframe","TABLE","CODE"
"565","iurmer289","P12","356","ixn","space",01:40:06,"FALSE","PROCESS","representation comment",NA,FALSE,"none",NA,01:40:06,01:29:09,01:55:00,25.9,1551,657,657,FALSE,"none","NONE","NONE"
"566","iurmer289","P12","354","ixn","space",01:41:36,"FALSE","PROCESS","representation comment",NA,FALSE,"none","interactive_tutorial,",01:41:36,01:29:09,01:55:00,25.9,1551,747,747,FALSE,"none","NONE","NONE"
"567","iurmer289","P12","382","ixn","space",01:45:10,"FALSE","PROCESS","representation comment",NA,FALSE,"none","interactive_tutorial,",01:45:10,01:29:09,01:55:00,25.9,1551,961,961,FALSE,"none","NONE","NONE"
"568","iurmer289","P12","397","ixn","space",01:45:17,"FALSE","DATASET","data orientation",NA,FALSE,"dataframe","titanic_df_head_iurmer289space,",01:45:17,01:29:09,01:55:00,25.9,1551,968,968,FALSE,"dataframe","TABLE","CODE"
"569","iurmer289","P12","363","ixn","space",01:45:45,"FALSE","PROCESS","plan of action",NA,FALSE,"none",NA,01:45:45,01:29:09,01:55:00,25.9,1551,996,996,FALSE,"none","NONE","NONE"
"570","iurmer289","P12","383","ixn","space",01:46:00,"FALSE","DATASET","variable metadata",NA,FALSE,"dictionary","data_dictionary,",01:46:00,01:29:09,01:55:00,25.9,1551,1011,1011,FALSE,"dictionary","TABLE","CODE"
"571","iurmer289","P12","375","ixn","space",01:47:38,"FALSE","RELATIONSHIP","relationship existence / non-existence","relationship (continuous X continuous)",FALSE,"dataframe","titanic_df_head_iurmer289space,",01:47:38,01:29:09,01:55:00,25.9,1551,1109,1109,FALSE,"dataframe","TABLE","CODE"
"572","iurmer289","P12","392","ixn","space",01:48:32,"FALSE","PROCESS","representation comment",NA,FALSE,"scatterplot","highlight_brush_tooltip_scatterplot_iurmer289space,",01:48:32,01:29:09,01:55:00,25.9,1551,1163,1163,FALSE,"scatterplot","scatterplot","CHART"
"573","iurmer289","P12","358","ixn","space",01:48:48,"TRUE","RELATIONSHIP","relationship strength and/or direction","relationship (continuous X continuous)",FALSE,"scatterplot","tooltip_scatterplot_without_size_iurmer289space,",01:48:48,01:29:09,01:55:00,25.9,1551,1179,1179,FALSE,"scatterplot","scatterplot","CHART"
"574","iurmer289","P12","418","ixn","space",01:48:57,"FALSE","RELATIONSHIP","relationship strength and/or direction","relationship (categorical X continuous)",FALSE,"scatterplot","tooltip_scatterplot_without_size_iurmer289space,",01:48:57,01:29:09,01:55:00,25.9,1551,1188,1188,FALSE,"scatterplot","scatterplot","CHART"
"575","iurmer289","P12","377","ixn","space",01:50:01,"TRUE","RELATIONSHIP","relationship cluster(s)/subgroup/ unexpected","relationship (continuous X continuous)",FALSE,"scatterplot","tooltip_scatterplot_without_size_iurmer289space,",01:50:01,01:29:09,01:55:00,25.9,1551,1252,1252,FALSE,"scatterplot","scatterplot","CHART"
"576","iurmer289","P12","408","ixn","space",01:50:49,"FALSE","PROCESS","plan of action",NA,FALSE,"dataframe","titanic_df_head_iurmer289space,",01:50:49,01:29:09,01:55:00,25.9,1551,1300,1300,FALSE,"dataframe","TABLE","CODE"
"577","iurmer289","P12","405","ixn","space",01:51:05,"FALSE","DATASET","variable metadata",NA,FALSE,"dictionary","data_dictionary,",01:51:05,01:29:09,01:55:00,25.9,1551,1316,1316,FALSE,"dictionary","TABLE","CODE"
"578","iurmer289","P12","400","ixn","space",01:52:43,"FALSE","DATASET","data provenance",NA,FALSE,"dataframe","compute_spending_v2_iurmer289space,",01:52:43,01:29:09,01:55:00,25.9,1551,1414,1414,FALSE,"dataframe","TABLE","CODE"
"579","iurmer289","P12","410","ixn","space",01:53:25,"FALSE","VARIABLE","distribution shape [shape, skew, kurtosis]","distribution  (continuous)",FALSE,"multiviewchart","highlight_brush_tooltip_barplot_spending_iurmer289space,",01:53:25,01:29:09,01:55:00,25.9,1551,1456,1456,FALSE,"multiviewchart","multi-view chart","CHART"
"580","iurmer289","P12","396","ixn","space",01:54:55,"FALSE","VARIABLE","distribution shape [shape, skew, kurtosis]","distribution (categorical)",FALSE,"multiviewchart","profile_and_barplot_count_iurmer289space,",01:54:55,01:29:09,01:55:00,25.9,1551,1546,1546,FALSE,"multiviewchart","multi-view chart","CHART"
"581","iurmer289","P12","409","ixn","space",01:55:00,"FALSE","RELATIONSHIP","relationship strength and/or direction","relationship (categorical X continuous)",FALSE,"multiviewchart","highlight_brush_tooltip_barplot_spending_iurmer289space,",01:55:00,01:29:09,01:55:00,25.9,1551,1551,1551,FALSE,"multiviewchart","multi-view chart","CHART"
"582","s294hoei","P13","594","static","happiness",00:25:06,"FALSE","PROCESS","representation comment",NA,FALSE,"dictionary","data_dictionary,",00:25:06,00:25:06,00:50:30,25.4,1524,0,0,FALSE,"dictionary","TABLE","CODE"
"583","s294hoei","P13","642","static","happiness",00:25:19,"FALSE","DATASET","variable metadata",NA,TRUE,"dictionary","data_dictionary,",00:25:19,00:25:06,00:50:30,25.4,1524,13,13,FALSE,"dictionary","TABLE","CODE"
"584","s294hoei","P13","644","static","happiness",00:26:05,"FALSE","PROCESS","representation comment",NA,FALSE,"dataframe","happiness_head_repeated_s294hoeihappiness,",00:26:05,00:25:06,00:50:30,25.4,1524,59,59,FALSE,"dataframe","TABLE","CODE"
"585","s294hoei","P13","593","static","happiness",00:26:11,"FALSE","PROCESS","representation comment",NA,FALSE,"dataframe","happiness_head_repeated_s294hoeihappiness,",00:26:11,00:25:06,00:50:30,25.4,1524,65,65,FALSE,"dataframe","TABLE","CODE"
"586","s294hoei","P13","607","static","happiness",00:26:28,"FALSE","PROCESS","plan of action",NA,FALSE,"dataframe","happiness_head_repeated_s294hoeihappiness,",00:26:28,00:25:06,00:50:30,25.4,1524,82,82,FALSE,"dataframe","TABLE","CODE"
"587","s294hoei","P13","611","static","happiness",00:29:15,"FALSE","PROCESS","representation comment",NA,FALSE,"lineplot","pakistan_life_expectancy_lineplot_s294hoeihappiness,",00:29:15,00:25:06,00:50:30,25.4,1524,249,249,FALSE,"lineplot","lineplot","CHART"
"588","s294hoei","P13","613","static","happiness",00:29:37,"FALSE","PROCESS","representation comment",NA,FALSE,"lineplot","pakistan_life_expectancy_lineplot_s294hoeihappiness,",00:29:37,00:25:06,00:50:30,25.4,1524,271,271,FALSE,"lineplot","lineplot","CHART"
"589","s294hoei","P13","648","static","happiness",00:30:24,"FALSE","PROCESS","representation comment",NA,FALSE,"lineplot","pakistan_life_expectancy_lineplot_s294hoeihappiness,",00:30:24,00:25:06,00:50:30,25.4,1524,318,318,FALSE,"lineplot","lineplot","CHART"
"590","s294hoei","P13","610","static","happiness",00:30:34,"FALSE","PROCESS","plan of action",NA,FALSE,"lineplot","pakistan_life_expectancy_lineplot_s294hoeihappiness,",00:30:34,00:25:06,00:50:30,25.4,1524,328,328,FALSE,"lineplot","lineplot","CHART"
"591","s294hoei","P13","661","static","happiness",00:32:20,"FALSE","PROCESS","representation comment",NA,FALSE,"lineplot","pakistan_india_combined_lineplot_simplified_repeated_s294hoeihappiness,",00:32:20,00:25:06,00:50:30,25.4,1524,434,434,FALSE,"lineplot","lineplot","CHART"
"592","s294hoei","P13","615","static","happiness",00:32:48,"FALSE","RELATIONSHIP","relationship strength and/or direction","relationship (multivariate)
",FALSE,"lineplot","pakistan_india_combined_lineplot_simplified_repeated_s294hoeihappiness,",00:32:48,00:25:06,00:50:30,25.4,1524,462,462,FALSE,"lineplot","lineplot","CHART"
"593","s294hoei","P13","602","static","happiness",00:33:46,"FALSE","PROCESS","representation comment",NA,FALSE,"lineplot","multi_country_life_expectancy_lineplot_s294hoeihappiness,",00:33:46,00:25:06,00:50:30,25.4,1524,520,520,FALSE,"lineplot","lineplot","CHART"
"594","s294hoei","P13","595","static","happiness",00:34:22,"FALSE","VARIABLE","distribution range [min, max]","distribution (categorical)",FALSE,"lineplot","multi_country_life_expectancy_lineplot_s294hoeihappiness,",00:34:22,00:25:06,00:50:30,25.4,1524,556,556,FALSE,"lineplot","lineplot","CHART"
"595","s294hoei","P13","604","static","happiness",00:34:42,"FALSE","PROCESS","representation comment",NA,FALSE,"lineplot","multi_country_life_expectancy_lineplot_s294hoeihappiness,",00:34:42,00:25:06,00:50:30,25.4,1524,576,576,FALSE,"lineplot","lineplot","CHART"
"596","s294hoei","P13","587","static","happiness",00:35:04,"FALSE","PROCESS","representation comment",NA,FALSE,"dataframe","happiness_head_repeated_s294hoeihappiness,",00:35:04,00:25:06,00:50:30,25.4,1524,598,598,FALSE,"dataframe","TABLE","CODE"
"597","s294hoei","P13","597","static","happiness",00:35:26,"FALSE","PROCESS","plan of action",NA,FALSE,"none","tutorial_static,",00:35:26,00:25:06,00:50:30,25.4,1524,620,620,FALSE,"none","NONE","NONE"
"598","s294hoei","P13","653","static","happiness",00:35:50,"FALSE","RELATIONSHIP","relationship strength and/or direction","relationship (continuous X continuous)",FALSE,"dataframe","correct_country_filter_s294hoeihappiness,",00:35:50,00:25:06,00:50:30,25.4,1524,644,644,FALSE,"dataframe","TABLE","CODE"
"599","s294hoei","P13","646","static","happiness",00:36:00,"FALSE","RELATIONSHIP","relationship existence / non-existence","relationship (continuous X continuous)",FALSE,"dataframe","correct_country_filter_s294hoeihappiness,",00:36:00,00:25:06,00:50:30,25.4,1524,654,654,FALSE,"dataframe","TABLE","CODE"
"600","s294hoei","P13","592","static","happiness",00:36:16,"FALSE","RELATIONSHIP","relationship existence / non-existence","relationship (continuous X continuous)",FALSE,"dataframe","correct_country_filter_s294hoeihappiness,",00:36:16,00:25:06,00:50:30,25.4,1524,670,670,FALSE,"dataframe","TABLE","CODE"
"601","s294hoei","P13","591","static","happiness",00:36:14,"FALSE","RELATIONSHIP","relationship existence / non-existence","relationship (continuous X continuous)",FALSE,"dataframe","correct_country_filter_s294hoeihappiness,",00:36:14,00:25:06,00:50:30,25.4,1524,668,668,FALSE,"dataframe","TABLE","CODE"
"602","s294hoei","P13","637","static","happiness",00:36:42,"FALSE","PROCESS","representation comment",NA,FALSE,"heatmap","happiness_corr_heatmap_s294hoeihappiness,",00:36:42,00:25:06,00:50:30,25.4,1524,696,696,FALSE,"heatmap","heatmap","CHART"
"603","s294hoei","P13","599","static","happiness",00:36:59,"FALSE","PROCESS","representation comment",NA,FALSE,"heatmap","happiness_corr_heatmap_s294hoeihappiness,",00:36:59,00:25:06,00:50:30,25.4,1524,713,713,FALSE,"heatmap","heatmap","CHART"
"604","s294hoei","P13","640","static","happiness",00:37:05,"FALSE","RELATIONSHIP","relationship strength and/or direction","relationship (continuous X continuous)",FALSE,"heatmap","happiness_corr_heatmap_s294hoeihappiness,",00:37:05,00:25:06,00:50:30,25.4,1524,719,719,FALSE,"heatmap","heatmap","CHART"
"605","s294hoei","P13","641","static","happiness",00:37:10,"FALSE","RELATIONSHIP","relationship strength and/or direction","relationship (continuous X continuous)",FALSE,"heatmap","happiness_corr_heatmap_s294hoeihappiness,",00:37:10,00:25:06,00:50:30,25.4,1524,724,724,FALSE,"heatmap","heatmap","CHART"
"606","s294hoei","P13","623","static","happiness",00:37:17,"FALSE","RELATIONSHIP","relationship strength and/or direction","relationship (continuous X continuous)",FALSE,"heatmap","happiness_corr_heatmap_s294hoeihappiness,",00:37:17,00:25:06,00:50:30,25.4,1524,731,731,FALSE,"heatmap","heatmap","CHART"
"607","s294hoei","P13","601","static","happiness",00:38:14,"FALSE","PROCESS","representation comment",NA,FALSE,"scatterplot","life_expectancy_vs_gdp_scatterplot_initial_s294hoeihappiness,",00:38:14,00:25:06,00:50:30,25.4,1524,788,788,FALSE,"scatterplot","scatterplot","CHART"
"608","s294hoei","P13","614","static","happiness",00:38:20,"FALSE","RELATIONSHIP","relationship strength and/or direction","relationship (continuous X continuous)",FALSE,"scatterplot","life_expectancy_vs_gdp_scatterplot_initial_s294hoeihappiness,",00:38:20,00:25:06,00:50:30,25.4,1524,794,794,FALSE,"scatterplot","scatterplot","CHART"
"609","s294hoei","P13","652","static","happiness",00:38:39,"FALSE","PROCESS","representation comment",NA,FALSE,"scatterplot","life_expectancy_vs_gdp_scatterplot_initial_s294hoeihappiness,",00:38:39,00:25:06,00:50:30,25.4,1524,813,813,FALSE,"scatterplot","scatterplot","CHART"
"610","s294hoei","P13","608","static","happiness",00:39:12,"FALSE","PROCESS","plan of action",NA,FALSE,"scatterplot","life_expectancy_vs_gdp_scatterplot_initial_s294hoeihappiness,",00:39:12,00:25:06,00:50:30,25.4,1524,846,846,FALSE,"scatterplot","scatterplot","CHART"
"611","s294hoei","P13","625","static","happiness",00:39:48,"FALSE","PROCESS","representation comment",NA,FALSE,"scatterplot","life_expectancy_vs_gdp_scatterplot_repeated_s294hoeihappiness,",00:39:48,00:25:06,00:50:30,25.4,1524,882,882,FALSE,"scatterplot","scatterplot","CHART"
"612","s294hoei","P13","651","static","happiness",00:40:33,"FALSE","RELATIONSHIP","relationship strength and/or direction","relationship (continuous X continuous)",FALSE,"heatmap","happiness_corr_heatmap_s294hoeihappiness,",00:40:33,00:25:06,00:50:30,25.4,1524,927,927,FALSE,"heatmap","heatmap","CHART"
"613","s294hoei","P13","624","static","happiness",00:43:02,"FALSE","PROCESS","representation comment",NA,FALSE,"scatterplot","life_expectancy_vs_gdp_scatterplot_facet_column_s294hoeihappiness,",00:43:02,00:25:06,00:50:30,25.4,1524,1076,1076,FALSE,"scatterplot","scatterplot","CHART"
