"sid","pid","PNUM","uid","TASK","DATASET","timestamp","ixn","code_topic","code_detail","code_datatype","flag_simultaneous","utterance","reps_group","time","task_start","task_end","task_mins","task_second","relative_time_s","relative_time","reps_multi","REP","rep_simple","rep_type","rep_name"
"532","iurmer289","P12","402","static","happiness",00:55:52,"FALSE","RELATIONSHIP","relationship strength and/or direction","relationship (continuous X continuous)",FALSE,"there are like some, I guess negative trends here [looking at negative affect and happiness score]","pairplot",00:55:52,00:35:23,01:03:35,28.2,1692,1229,1229,FALSE,"pairplot","pairplot","CHART","happiness_pairplot_iurmer289happiness"
"533","iurmer289","P12","348","static","happiness",00:56:12,"FALSE","RELATIONSHIP","relationship strength and/or direction","relationship (continuous X continuous)",FALSE,"another positive one here [positive affect and happiness score]","pairplot",00:56:12,00:35:23,01:03:35,28.2,1692,1249,1249,FALSE,"pairplot","pairplot","CHART","happiness_pairplot_iurmer289happiness"
"534","iurmer289","P12","347","static","happiness",00:56:16,"FALSE","RELATIONSHIP","relationship strength and/or direction","relationship (continuous X continuous)",FALSE,"And this seems to be more like negative. But like, we still have a lot of values to unpack. [negative affect and happnes score]","pairplot",00:56:16,00:35:23,01:03:35,28.2,1692,1253,1253,FALSE,"pairplot","pairplot","CHART","happiness_pairplot_iurmer289happiness"
"535","iurmer289","P12","394","static","happiness",00:56:25,"FALSE","RELATIONSHIP","relationship strength and/or direction","relationship (continuous X continuous)",TRUE,"So yeah, seems to be pretty clear that, like the strongest correlation should be in these 3 columns","pairplot",00:56:25,00:35:23,01:03:35,28.2,1692,1262,1262,FALSE,"pairplot","pairplot","CHART","happiness_pairplot_iurmer289happiness"
"536","iurmer289","P12","403","static","happiness",00:57:14,"FALSE","RELATIONSHIP","relationship strength and/or direction","relationship (continuous X continuous)",FALSE,"there is corruption, which is like a negative trend, and it seems to be strong.","heatmap",00:57:14,00:35:23,01:03:35,28.2,1692,1311,1311,FALSE,"heatmap","heatmap","CHART","correlation_heatmap_iurmer289happiness"
"537","iurmer289","P12","384","static","happiness",00:57:22,"FALSE","RELATIONSHIP","relationship strength and/or direction","relationship (continuous X continuous)",FALSE,"Others, yeah, as per like, as we saw on the graphs, life, expectancy, Gdp per capita and social support seems to be like highest","heatmap",00:57:22,00:35:23,01:03:35,28.2,1692,1319,1319,FALSE,"heatmap","heatmap","CHART","correlation_heatmap_iurmer289happiness"
"538","iurmer289","P12","415","static","happiness",00:57:32,"FALSE","RELATIONSHIP","relationship strength and/or direction","relationship (continuous X continuous)",FALSE,"yeah negative trend for a negative effect which are actually, I wanted to look at them.","heatmap",00:57:32,00:35:23,01:03:35,28.2,1692,1329,1329,FALSE,"heatmap","heatmap","CHART","correlation_heatmap_iurmer289happiness"
"539","iurmer289","P12","373","static","happiness",00:57:49,"FALSE","DATASET","variable metadata",NA,FALSE,"it's the average of 3 positive effect measures. [Hovering over Negative affect section] show three negative measures. So worry, sadness, anger, and [moving over to positive] hope positive is a lot of enjoyment and doing interesting things.","dictionary",00:57:49,00:35:23,01:03:35,28.2,1692,1346,1346,FALSE,"dictionary","TABLE","CODE","data_dictionary"
"540","iurmer289","P12","357","static","happiness",00:58:28,"FALSE","RELATIONSHIP","relationship cluster(s)/subgroup/ unexpected",NA,FALSE,"I think it's interesting to look at GDP per capita like in terms of clusters that it has in countries and see like how you know people with low Gdp would feel like happier or not","heatmap",00:58:28,00:35:23,01:03:35,28.2,1692,1385,1385,FALSE,"heatmap","heatmap","CHART","correlation_heatmap_iurmer289happiness"
"541","iurmer289","P12","351","static","happiness",00:58:51,"FALSE","PROCESS","plan of action",NA,FALSE,"for like creating clusters, I would use Kmeans And import them from SKLearn,","none",00:58:51,00:35:23,01:03:35,28.2,1692,1408,1408,FALSE,"none","NONE","NONE",NA
"542","iurmer289","P12","340","static","happiness",01:03:35,"FALSE","RELATIONSHIP","relationship existence / non-existence","relationship (continuous X continuous)",FALSE,"[while trying to determine what other columns to add to clustering] there's also confidential government. Yeah, I would use, I guess, the confidence in government, because it seems like logically more related to like countries, Gdp and everything.","multiviewchart",01:03:35,00:35:23,01:03:35,28.2,1692,1692,1692,FALSE,"multiviewchart","multi-view chart","CHART","correlation_heatmap_iurmer289happiness happiness_pairplot_iurmer289happiness, correct_filtered_data_profile_iurmer289happiness,"
"543","iurmer289","P12","374","ixn","space",01:29:09,"FALSE","PROCESS","representation comment",NA,FALSE,"just checking if everything is there","dataframe",01:29:09,01:29:09,01:55:00,25.9,1551,0,0,FALSE,"dataframe","TABLE","CODE","titanic_df_head_iurmer289space"
"544","iurmer289","P12","413","ixn","space",01:29:16,"FALSE","DATASET","variable metadata",NA,FALSE,"we seem to have extra column which is, I guess, was like a former index column","dataframe",01:29:16,01:29:09,01:55:00,25.9,1551,7,7,FALSE,"dataframe","TABLE","CODE","titanic_df_head_iurmer289space"
"545","iurmer289","P12","401","ixn","space",01:29:35,"FALSE","DATASET","data size",NA,FALSE,"there are like 5,000 values","info",01:29:35,01:29:09,01:55:00,25.9,1551,26,26,FALSE,"info","TABLE","CODE","titanic_df_info_iurmer289space"
"546","iurmer289","P12","380","ixn","space",01:29:44,"FALSE","DATASET","missing data",NA,FALSE,"not many values are missing, which is good, like in other columns","info",01:29:44,01:29:09,01:55:00,25.9,1551,35,35,FALSE,"info","TABLE","CODE","titanic_df_info_iurmer289space"
"547","iurmer289","P12","388","ixn","space",01:30:18,"FALSE","DATASET","data orientation",NA,FALSE,"So I guess this is the data for every everything and everyone who were found in the like, from the place of the incident.","dataframe",01:30:18,01:29:09,01:55:00,25.9,1551,69,69,FALSE,"dataframe","TABLE","CODE","titanic_df_head_iurmer289space intro_text,"
"548","iurmer289","P12","411","ixn","space",01:30:34,"FALSE","DATASET","variable metadata",NA,TRUE,"we have their names, survival status, age, And were they like in a cryo asleep, from which planet they were, VIP or not.","dataframe",01:30:34,01:29:09,01:55:00,25.9,1551,85,85,FALSE,"dataframe","TABLE","CODE","titanic_df_head_iurmer289space"
"549","iurmer289","P12","389","ixn","space",01:30:52,"FALSE","DATASET","missing data",NA,FALSE,"So it seems like, mostly like missing columns are missing rows that are in home planet and cryosleep.","info",01:30:52,01:29:09,01:55:00,25.9,1551,103,103,FALSE,"info","TABLE","CODE","titanic_df_info_iurmer289space"
"550","iurmer289","P12","398","ixn","space",01:31:16,"FALSE","DATASET","missing data",NA,FALSE,"the names are missing. Maybe because they weren't identified.","info",01:31:16,01:29:09,01:55:00,25.9,1551,127,127,FALSE,"info","TABLE","CODE","titanic_df_info_iurmer289space"
"551","iurmer289","P12","414","ixn","space",01:31:36,"FALSE","PROCESS","representation comment",NA,FALSE,"what I want to do like with the profiler. I want to have, like the same interactivity as in the tutorial, because, like. I thought it was really cool","none",01:31:36,01:29:09,01:55:00,25.9,1551,147,147,FALSE,"none","NONE","NONE","interactive_tutorial"
"552","iurmer289","P12","350","ixn","space",01:33:03,"FALSE","RELATIONSHIP","relationship strength and/or direction","relationship (categorical X continuous)",TRUE,"First just in general, I want to look at all of the people who survive and not. And we want to know, like, how many are like from different planets. And  how many actually like might be like, you know, the age of them.","none",01:33:03,01:29:09,01:55:00,25.9,1551,234,234,FALSE,"none","NONE","NONE","interactive_tutorial"
"553","iurmer289","P12","406","ixn","space",01:35:03,"FALSE","PROCESS","representation comment",NA,FALSE,"They're like the number of rows right? Aggregated.","multiviewchart",01:35:03,01:29:09,01:55:00,25.9,1551,354,354,FALSE,"multiviewchart","multi-view chart","CHART","profile_and_barplot_count_iurmer289space"
"554","iurmer289","P12","393","ixn","space",01:35:14,"FALSE","VARIABLE","distribution shape [shape, skew, kurtosis]","distribution (categorical)",FALSE,"So yeah, most of them seem to be from Earth.","multiviewchart",01:35:14,01:29:09,01:55:00,25.9,1551,365,365,FALSE,"multiviewchart","multi-view chart","CHART","profile_and_barplot_count_iurmer289space"
"555","iurmer289","P12","366","ixn","space",01:35:23,"TRUE","PROCESS","representation comment",NA,FALSE,"if I actually click on Earth, I see that like the distribution for other columns and survive seems to be like we have more survived people more than not.","multiviewchart",01:35:23,01:29:09,01:55:00,25.9,1551,374,374,FALSE,"multiviewchart","multi-view chart","CHART","profile_and_barplot_count_iurmer289space"
"556","iurmer289","P12","378","ixn","space",01:35:43,"TRUE","VARIABLE","distribution shape [shape, skew, kurtosis]","distribution (categorical)",FALSE,"Many were not VIPs [referring to profiler filtered to ""Earth""]","multiviewchart",01:35:43,01:29:09,01:55:00,25.9,1551,394,394,FALSE,"multiviewchart","multi-view chart","CHART","profile_and_barplot_count_iurmer289space"
"557","iurmer289","P12","379","ixn","space",01:35:49,"TRUE","VARIABLE","distribution shape [shape, skew, kurtosis]","distribution (categorical)",FALSE,"most of them were not in the cryosleep","multiviewchart",01:35:49,01:29:09,01:55:00,25.9,1551,400,400,FALSE,"multiviewchart","multi-view chart","CHART","profile_and_barplot_count_iurmer289space"
"558","iurmer289","P12","387","ixn","space",01:36:11,"TRUE","PROCESS","representation comment",NA,FALSE,"so I actually had my Earth people, you know, in the brush. But I wanted to copy like a query","multiviewchart",01:36:11,01:29:09,01:55:00,25.9,1551,422,422,FALSE,"multiviewchart","multi-view chart","CHART","profile_and_barplot_count_iurmer289space"
"559","iurmer289","P12","370","ixn","space",01:36:59,"TRUE","VARIABLE","distribution shape [shape, skew, kurtosis]","distribution (categorical)",FALSE,"it seems to be dominant, like people from Earth, next is Europa, which is, I'm guessing is Jupiter's moon","multiviewchart",01:36:59,01:29:09,01:55:00,25.9,1551,470,470,FALSE,"multiviewchart","multi-view chart","CHART","profile_and_barplot_count_iurmer289space"
"560","iurmer289","P12","399","ixn","space",01:37:19,"TRUE","VARIABLE","distribution shape [shape, skew, kurtosis]","distribution (categorical)",FALSE,"The same for them cause like here more people didn't survive.","multiviewchart",01:37:19,01:29:09,01:55:00,25.9,1551,490,490,FALSE,"multiviewchart","multi-view chart","CHART","profile_and_barplot_count_iurmer289space"
"561","iurmer289","P12","372","ixn","space",01:37:29,"TRUE","VARIABLE","distribution shape [shape, skew, kurtosis]","distribution (categorical)",FALSE,"it's interesting to see like that, like, at least visually, it's like, there were like approximately the same number of people like in cryosleep or not","multiviewchart",01:37:29,01:29:09,01:55:00,25.9,1551,500,500,FALSE,"multiviewchart","multi-view chart","CHART","profile_and_barplot_count_iurmer289space"
"562","iurmer289","P12","342","ixn","space",01:37:41,"FALSE","RELATIONSHIP","relationship existence / non-existence","relationship (categorical X categorical)",FALSE,"And another thing that would be interesting is actually try to like, see how many vips survived,","dataframe",01:37:41,01:29:09,01:55:00,25.9,1551,512,512,FALSE,"dataframe","TABLE","CODE","query_earth_iurmer289space"
"563","iurmer289","P12","416","ixn","space",01:39:07,"FALSE","PROCESS","representation comment",NA,FALSE,"Yeah, I think it was useful for like individual brands.","none",01:39:07,01:29:09,01:55:00,25.9,1551,598,598,FALSE,"none","NONE","NONE","interactive_tutorial"
"564","iurmer289","P12","352","ixn","space",01:39:47,"FALSE","RELATIONSHIP","relationship existence / non-existence","relationship (categorical X categorical)",FALSE,"for my data, then as I said, like the vips and their count right. And for that. Let's just look how that is connected to the survival rate.","dataframe",01:39:47,01:29:09,01:55:00,25.9,1551,638,638,FALSE,"dataframe","TABLE","CODE","titanic_df_head_iurmer289space"
"565","iurmer289","P12","356","ixn","space",01:40:06,"FALSE","PROCESS","representation comment",NA,FALSE,"I think it could also be a bar plot","none",01:40:06,01:29:09,01:55:00,25.9,1551,657,657,FALSE,"none","NONE","NONE",NA
"566","iurmer289","P12","354","ixn","space",01:41:36,"FALSE","PROCESS","representation comment",NA,FALSE,"I can also have color, so I can add another dimension for this, so maybe cryo sleep","none",01:41:36,01:29:09,01:55:00,25.9,1551,747,747,FALSE,"none","NONE","NONE","interactive_tutorial"
"567","iurmer289","P12","382","ixn","space",01:45:10,"FALSE","PROCESS","representation comment",NA,FALSE,"Oh, I keep thinking it's like a browser tab [when talking about the notebook tabs]","none",01:45:10,01:29:09,01:55:00,25.9,1551,961,961,FALSE,"none","NONE","NONE","interactive_tutorial"
"568","iurmer289","P12","397","ixn","space",01:45:17,"FALSE","DATASET","data orientation",NA,FALSE,"The data doesn't have like dates, right? So it would be like and hard to look into that like, you know how they found and like the idea was to see like day by day  how many survived and like where they were found.","dataframe",01:45:17,01:29:09,01:55:00,25.9,1551,968,968,FALSE,"dataframe","TABLE","CODE","titanic_df_head_iurmer289space"
"569","iurmer289","P12","363","ixn","space",01:45:45,"FALSE","PROCESS","plan of action",NA,FALSE,"I'm not sure about this room service, footpath, shopping Mall, Spa things.","none",01:45:45,01:29:09,01:55:00,25.9,1551,996,996,FALSE,"none","NONE","NONE",NA
"570","iurmer289","P12","383","ixn","space",01:46:00,"FALSE","DATASET","variable metadata",NA,FALSE,"Oh, this is interesting, too. So like how much they spent on room service, foot forward, shopping mall and spa.","dictionary",01:46:00,01:29:09,01:55:00,25.9,1551,1011,1011,FALSE,"dictionary","TABLE","CODE","data_dictionary"
"571","iurmer289","P12","375","ixn","space",01:47:38,"FALSE","RELATIONSHIP","relationship existence / non-existence","relationship (continuous X continuous)",FALSE,"let's see like if the person is like, you know, older or younger, like. obviously they should be like spending more","dataframe",01:47:38,01:29:09,01:55:00,25.9,1551,1109,1109,FALSE,"dataframe","TABLE","CODE","titanic_df_head_iurmer289space"
"572","iurmer289","P12","392","ixn","space",01:48:32,"FALSE","PROCESS","representation comment",NA,FALSE,"so yeah, it's kinda hard to see with this size [referring to size encoding not chart size]","scatterplot",01:48:32,01:29:09,01:55:00,25.9,1551,1163,1163,FALSE,"scatterplot","scatterplot","CHART","highlight_brush_tooltip_scatterplot_iurmer289space"
"573","iurmer289","P12","358","ixn","space",01:48:48,"TRUE","RELATIONSHIP","relationship strength and/or direction","relationship (continuous X continuous)",FALSE,"I thought it would be like more like upward [that as someone gets older they spend more on room service].","scatterplot",01:48:48,01:29:09,01:55:00,25.9,1551,1179,1179,FALSE,"scatterplot","scatterplot","CHART","tooltip_scatterplot_without_size_iurmer289space"
"574","iurmer289","P12","418","ixn","space",01:48:57,"FALSE","RELATIONSHIP","relationship strength and/or direction","relationship (categorical X continuous)",FALSE,"you know, most of the people who survive. They actually like spend a lot on room service","scatterplot",01:48:57,01:29:09,01:55:00,25.9,1551,1188,1188,FALSE,"scatterplot","scatterplot","CHART","tooltip_scatterplot_without_size_iurmer289space"
"575","iurmer289","P12","377","ixn","space",01:50:01,"TRUE","RELATIONSHIP","relationship cluster(s)/subgroup/ unexpected","relationship (continuous X continuous)",FALSE,"Like now, there is no trending in age or room service, so we could look into this like area, which is very dense, but I don't think it would be showing us anything new.","scatterplot",01:50:01,01:29:09,01:55:00,25.9,1551,1252,1252,FALSE,"scatterplot","scatterplot","CHART","tooltip_scatterplot_without_size_iurmer289space"
"576","iurmer289","P12","408","ixn","space",01:50:49,"FALSE","PROCESS","plan of action",NA,FALSE,"we can even like, you know, sum up everything like how much the person spent everywhere versus their survival.","dataframe",01:50:49,01:29:09,01:55:00,25.9,1551,1300,1300,FALSE,"dataframe","TABLE","CODE","titanic_df_head_iurmer289space"
"577","iurmer289","P12","405","ixn","space",01:51:05,"FALSE","DATASET","variable metadata",NA,FALSE,"there's something called VR deck, which is, yeah, I guess how much they spent on the VR services","dictionary",01:51:05,01:29:09,01:55:00,25.9,1551,1316,1316,FALSE,"dictionary","TABLE","CODE","data_dictionary"
"578","iurmer289","P12","400","ixn","space",01:52:43,"FALSE","DATASET","data provenance",NA,FALSE,"The sum of our spending Seems to be more or less correct.","dataframe",01:52:43,01:29:09,01:55:00,25.9,1551,1414,1414,FALSE,"dataframe","TABLE","CODE","compute_spending_v2_iurmer289space"
"579","iurmer289","P12","410","ixn","space",01:53:25,"FALSE","VARIABLE","distribution shape [shape, skew, kurtosis]","distribution  (continuous)",FALSE,"we have a lot of 0 values, we need to like, drop","multiviewchart",01:53:25,01:29:09,01:55:00,25.9,1551,1456,1456,FALSE,"multiviewchart","multi-view chart","CHART","highlight_brush_tooltip_barplot_spending_iurmer289space"
"580","iurmer289","P12","396","ixn","space",01:54:55,"FALSE","VARIABLE","distribution shape [shape, skew, kurtosis]","distribution (categorical)",FALSE,"survival rate, which is like for the whole population seems to be like, you know, more or less the same like.","multiviewchart",01:54:55,01:29:09,01:55:00,25.9,1551,1546,1546,FALSE,"multiviewchart","multi-view chart","CHART","profile_and_barplot_count_iurmer289space"
"581","iurmer289","P12","409","ixn","space",01:55:00,"FALSE","RELATIONSHIP","relationship strength and/or direction","relationship (categorical X continuous)",FALSE,"We can see that like people who spend more they had a higher chance of survival.","multiviewchart",01:55:00,01:29:09,01:55:00,25.9,1551,1551,1551,FALSE,"multiviewchart","multi-view chart","CHART","highlight_brush_tooltip_barplot_spending_iurmer289space"
"582","s294hoei","P13","594","static","happiness",00:25:06,"FALSE","PROCESS","representation comment",NA,FALSE,"good that we have a dictionary, because I love starting data analysis by just reading a bunch of stuff.","dictionary",00:25:06,00:25:06,00:50:30,25.4,1524,0,0,FALSE,"dictionary","TABLE","CODE","data_dictionary"
"583","s294hoei","P13","642","static","happiness",00:25:19,"FALSE","DATASET","variable metadata",NA,TRUE,"seems like we have some some measures about just general happiness, but also data on feelings about the government.","dictionary",00:25:19,00:25:06,00:50:30,25.4,1524,13,13,FALSE,"dictionary","TABLE","CODE","data_dictionary"
"584","s294hoei","P13","644","static","happiness",00:26:05,"FALSE","PROCESS","representation comment",NA,FALSE,"So started by just  by doing Df head, which is which shows me what the data is like.","dataframe",00:26:05,00:25:06,00:50:30,25.4,1524,59,59,FALSE,"dataframe","TABLE","CODE","happiness_head_repeated_s294hoeihappiness"
"585","s294hoei","P13","593","static","happiness",00:26:11,"FALSE","PROCESS","representation comment",NA,FALSE,"Gives me some quick insight into some of the types of values that we're dealing with.","dataframe",00:26:11,00:25:06,00:50:30,25.4,1524,65,65,FALSE,"dataframe","TABLE","CODE","happiness_head_repeated_s294hoeihappiness"
"586","s294hoei","P13","607","static","happiness",00:26:28,"FALSE","PROCESS","plan of action",NA,FALSE,"I would love to maybe make a line chart of life expectancy in a particular country.","dataframe",00:26:28,00:25:06,00:50:30,25.4,1524,82,82,FALSE,"dataframe","TABLE","CODE","happiness_head_repeated_s294hoeihappiness"
"587","s294hoei","P13","611","static","happiness",00:29:15,"FALSE","PROCESS","representation comment",NA,FALSE,"I'm just always drawn to starting my charts from Zeros. There's some research that suggests static charts from a non-zero base can be misleading.","lineplot",00:29:15,00:25:06,00:50:30,25.4,1524,249,249,FALSE,"lineplot","lineplot","CHART","pakistan_life_expectancy_lineplot_s294hoeihappiness"
"588","s294hoei","P13","613","static","happiness",00:29:37,"FALSE","PROCESS","representation comment",NA,FALSE,"I'm particularly attuned to just seeing numbers on the 0 to 100 range vertically.","lineplot",00:29:37,00:25:06,00:50:30,25.4,1524,271,271,FALSE,"lineplot","lineplot","CHART","pakistan_life_expectancy_lineplot_s294hoeihappiness"
"589","s294hoei","P13","648","static","happiness",00:30:24,"FALSE","PROCESS","representation comment",NA,FALSE,"Some people do is they'll still start with 0, and they'll have like that little electricity sign saying that we're consciously trimming the y-axis.","lineplot",00:30:24,00:25:06,00:50:30,25.4,1524,318,318,FALSE,"lineplot","lineplot","CHART","pakistan_life_expectancy_lineplot_s294hoeihappiness"
"590","s294hoei","P13","610","static","happiness",00:30:34,"FALSE","PROCESS","plan of action",NA,FALSE,"I'm gonna try and maybe compare 2 countries top to bottom.","lineplot",00:30:34,00:25:06,00:50:30,25.4,1524,328,328,FALSE,"lineplot","lineplot","CHART","pakistan_life_expectancy_lineplot_s294hoeihappiness"
"591","s294hoei","P13","661","static","happiness",00:32:20,"FALSE","PROCESS","representation comment",NA,FALSE,"Yeah, sometimes, when I'm analyzing the data, I like to just not look at the code, and just look at the visualization as the as my only source of truth. We'll sometimes appreciate just having all the information in the chart, and then look at the chart and see what's happening.","lineplot",00:32:20,00:25:06,00:50:30,25.4,1524,434,434,FALSE,"lineplot","lineplot","CHART","pakistan_india_combined_lineplot_simplified_repeated_s294hoeihappiness"
"592","s294hoei","P13","615","static","happiness",00:32:48,"FALSE","RELATIONSHIP","relationship strength and/or direction","relationship (multivariate)
",FALSE,"I'm sure that's Pakistan [ hovering over bottom line in the plot of life expect and year]","lineplot",00:32:48,00:25:06,00:50:30,25.4,1524,462,462,FALSE,"lineplot","lineplot","CHART","pakistan_india_combined_lineplot_simplified_repeated_s294hoeihappiness"
"593","s294hoei","P13","602","static","happiness",00:33:46,"FALSE","PROCESS","representation comment",NA,FALSE,"I love that. I really like that [ the ability to add together countries into your line plot very quickly]","lineplot",00:33:46,00:25:06,00:50:30,25.4,1524,520,520,FALSE,"lineplot","lineplot","CHART","multi_country_life_expectancy_lineplot_s294hoeihappiness"
"594","s294hoei","P13","595","static","happiness",00:34:22,"FALSE","VARIABLE","distribution range [min, max]","distribution (categorical)",FALSE,"guess you could do line plots, and then you by country, and they'd sort of give you something similar. But I guess then you run into that question of it'll give you all 198 countries on the hue.","lineplot",00:34:22,00:25:06,00:50:30,25.4,1524,556,556,FALSE,"lineplot","lineplot","CHART","multi_country_life_expectancy_lineplot_s294hoeihappiness"
"595","s294hoei","P13","604","static","happiness",00:34:42,"FALSE","PROCESS","representation comment",NA,FALSE,"I think I would just put a title here and send it to a publication.","lineplot",00:34:42,00:25:06,00:50:30,25.4,1524,576,576,FALSE,"lineplot","lineplot","CHART","multi_country_life_expectancy_lineplot_s294hoeihappiness"
"596","s294hoei","P13","587","static","happiness",00:35:04,"FALSE","PROCESS","representation comment",NA,FALSE,"Can I also see some of the data that's encoded like the region.","dataframe",00:35:04,00:25:06,00:50:30,25.4,1524,598,598,FALSE,"dataframe","TABLE","CODE","happiness_head_repeated_s294hoeihappiness"
"597","s294hoei","P13","597","static","happiness",00:35:26,"FALSE","PROCESS","plan of action",NA,FALSE,"I also wanna maybe get some correlation matrices go in just to see, I know there's going to be wild regional differences, but just as a first cut.","none",00:35:26,00:25:06,00:50:30,25.4,1524,620,620,FALSE,"none","NONE","NONE","tutorial_static"
"598","s294hoei","P13","653","static","happiness",00:35:50,"FALSE","RELATIONSHIP","relationship strength and/or direction","relationship (continuous X continuous)",FALSE,"these are variables that  one can argue would have a temporal aspect to them.","dataframe",00:35:50,00:25:06,00:50:30,25.4,1524,644,644,FALSE,"dataframe","TABLE","CODE","correct_country_filter_s294hoeihappiness"
"599","s294hoei","P13","646","static","happiness",00:36:00,"FALSE","RELATIONSHIP","relationship existence / non-existence","relationship (continuous X continuous)",FALSE,"So, for example, I don't know. Corruption might increase over time.","dataframe",00:36:00,00:25:06,00:50:30,25.4,1524,654,654,FALSE,"dataframe","TABLE","CODE","correct_country_filter_s294hoeihappiness"
"600","s294hoei","P13","592","static","happiness",00:36:16,"FALSE","RELATIONSHIP","relationship existence / non-existence","relationship (continuous X continuous)",FALSE,"Freedom might go down over time as governments change.","dataframe",00:36:16,00:25:06,00:50:30,25.4,1524,670,670,FALSE,"dataframe","TABLE","CODE","correct_country_filter_s294hoeihappiness"
"601","s294hoei","P13","591","static","happiness",00:36:14,"FALSE","RELATIONSHIP","relationship existence / non-existence","relationship (continuous X continuous)",FALSE,"Freedom might be linked to confidence or corruption might be linked to confidence in governments.","dataframe",00:36:14,00:25:06,00:50:30,25.4,1524,668,668,FALSE,"dataframe","TABLE","CODE","correct_country_filter_s294hoeihappiness"
"602","s294hoei","P13","637","static","happiness",00:36:42,"FALSE","PROCESS","representation comment",NA,FALSE,"one of the things I like to do with correlation matrices is I, I keep only the bottom half","heatmap",00:36:42,00:25:06,00:50:30,25.4,1524,696,696,FALSE,"heatmap","heatmap","CHART","happiness_corr_heatmap_s294hoeihappiness"
"603","s294hoei","P13","599","static","happiness",00:36:59,"FALSE","PROCESS","representation comment",NA,FALSE,"I don't need to be confused by information that's already on that on that plot","heatmap",00:36:59,00:25:06,00:50:30,25.4,1524,713,713,FALSE,"heatmap","heatmap","CHART","happiness_corr_heatmap_s294hoeihappiness"
"604","s294hoei","P13","640","static","happiness",00:37:05,"FALSE","RELATIONSHIP","relationship strength and/or direction","relationship (continuous X continuous)",FALSE,"seems like happiness and social support are pretty correlated.","heatmap",00:37:05,00:25:06,00:50:30,25.4,1524,719,719,FALSE,"heatmap","heatmap","CHART","happiness_corr_heatmap_s294hoeihappiness"
"605","s294hoei","P13","641","static","happiness",00:37:10,"FALSE","RELATIONSHIP","relationship strength and/or direction","relationship (continuous X continuous)",FALSE,"Seems like log Gdp per capita and social support are pretty correlated, which is interesting.","heatmap",00:37:10,00:25:06,00:50:30,25.4,1524,724,724,FALSE,"heatmap","heatmap","CHART","happiness_corr_heatmap_s294hoeihappiness"
"606","s294hoei","P13","623","static","happiness",00:37:17,"FALSE","RELATIONSHIP","relationship strength and/or direction","relationship (continuous X continuous)",FALSE,"Life  expectancy, and GDP per capita are related.","heatmap",00:37:17,00:25:06,00:50:30,25.4,1524,731,731,FALSE,"heatmap","heatmap","CHART","happiness_corr_heatmap_s294hoeihappiness"
"607","s294hoei","P13","601","static","happiness",00:38:14,"FALSE","PROCESS","representation comment",NA,FALSE,"I like this chart","scatterplot",00:38:14,00:25:06,00:50:30,25.4,1524,788,788,FALSE,"scatterplot","scatterplot","CHART","life_expectancy_vs_gdp_scatterplot_initial_s294hoeihappiness"
"608","s294hoei","P13","614","static","happiness",00:38:20,"FALSE","RELATIONSHIP","relationship strength and/or direction","relationship (continuous X continuous)",FALSE,"I'm seeing income or wealth being related to people living longer; shows me that the world is not a very fair place","scatterplot",00:38:20,00:25:06,00:50:30,25.4,1524,794,794,FALSE,"scatterplot","scatterplot","CHART","life_expectancy_vs_gdp_scatterplot_initial_s294hoeihappiness"
"609","s294hoei","P13","652","static","happiness",00:38:39,"FALSE","PROCESS","representation comment",NA,FALSE,"there seems to be this sort of wind to the graph that I mean, I'm sure it's not so mathematical, but its pretty cool to see. Almost has like like a wave to it.","scatterplot",00:38:39,00:25:06,00:50:30,25.4,1524,813,813,FALSE,"scatterplot","scatterplot","CHART","life_expectancy_vs_gdp_scatterplot_initial_s294hoeihappiness"
"610","s294hoei","P13","608","static","happiness",00:39:12,"FALSE","PROCESS","plan of action",NA,FALSE,"I'd be curious to .... maybe get labels on some of the outliers, maybe a point here and maybe a point here and be a part here.","scatterplot",00:39:12,00:25:06,00:50:30,25.4,1524,846,846,FALSE,"scatterplot","scatterplot","CHART","life_expectancy_vs_gdp_scatterplot_initial_s294hoeihappiness"
"611","s294hoei","P13","625","static","happiness",00:39:48,"FALSE","PROCESS","representation comment",NA,FALSE,"like, maybe I'd start with just like labeled everything. And then it probably gives me, because the outliers are so spatially  far apart from each other. I could maybe keep the labels on this value","scatterplot",00:39:48,00:25:06,00:50:30,25.4,1524,882,882,FALSE,"scatterplot","scatterplot","CHART","life_expectancy_vs_gdp_scatterplot_repeated_s294hoeihappiness"
"612","s294hoei","P13","651","static","happiness",00:40:33,"FALSE","RELATIONSHIP","relationship strength and/or direction","relationship (continuous X continuous)",FALSE,"Then this seems particularly negative [pointing at the social support and negativeAffect item]","heatmap",00:40:33,00:25:06,00:50:30,25.4,1524,927,927,FALSE,"heatmap","heatmap","CHART","happiness_corr_heatmap_s294hoeihappiness"
"613","s294hoei","P13","624","static","happiness",00:43:02,"FALSE","PROCESS","representation comment",NA,FALSE,"like that classic Hans rosling chart track. Some of these points over time and I guess that's where, if if there'd be like a I don't know if there's like a label function where I can just say, label one country, and then I can almost see the country moving around.","scatterplot",00:43:02,00:25:06,00:50:30,25.4,1524,1076,1076,FALSE,"scatterplot","scatterplot","CHART","life_expectancy_vs_gdp_scatterplot_facet_column_s294hoeihappiness"
