,Final_Group,Utterance Type,Utterance,Data Type,interaction_used,Highlevel,PID,Notebook,Condition,All representations,Timestamp,Dylan Flag Storytelling,Dylan Flag Correction,Dylan Flag Simultaneous Characterization,group
600,heatmap,relationship existence / non-existence,Freedom might go down over time as governments change.,relationship (continuous X continuous),False,RELATIONSHIP,s294hoei,Happiness,Static,"correct_country_filter_s294hoeihappiness, ",36:16,,,,heatmap
601,heatmap,relationship existence / non-existence,Freedom might be linked to confidence or corruption might be linked to confidence in governments.,relationship (continuous X continuous),False,RELATIONSHIP,s294hoei,Happiness,Static,"correct_country_filter_s294hoeihappiness, ",36:14,,,,heatmap
602,heatmap,representation comment,"one of the things I like to do with correlation matrices is I, I keep only the bottom half",,False,ANALYSIS PROCESS,s294hoei,Happiness,Static,"happiness_corr_heatmap_s294hoeihappiness, ",36:42,,,,heatmap
603,heatmap,representation comment,I don't need to be confused by information that's already on that on that plot,,False,ANALYSIS PROCESS,s294hoei,Happiness,Static,"happiness_corr_heatmap_s294hoeihappiness, ",36:59,,,,heatmap
604,heatmap,relationship strength and/or direction,seems like happiness and social support are pretty correlated.,relationship (continuous X continuous),False,RELATIONSHIP,s294hoei,Happiness,Static,"happiness_corr_heatmap_s294hoeihappiness, ",37:05,,,,heatmap
605,scatterplot,relationship strength and/or direction," Seems like log Gdp per capita and social support are pretty correlated, which is interesting.",relationship (continuous X continuous),False,RELATIONSHIP,s294hoei,Happiness,Static,"happiness_corr_heatmap_s294hoeihappiness, ",37:10,,,,scatterplot
606,scatterplot,relationship strength and/or direction,"Life  expectancy, and GDP per capita are related.",relationship (continuous X continuous),False,RELATIONSHIP,s294hoei,Happiness,Static,"happiness_corr_heatmap_s294hoeihappiness, ",37:17,,,,scatterplot
607,scatterplot,representation comment,I like this chart,,False,ANALYSIS PROCESS,s294hoei,Happiness,Static,"life_expectancy_vs_gdp_scatterplot_initial_s294hoeihappiness, ",38:14,,,,scatterplot
608,scatterplot,relationship strength and/or direction,I'm seeing income or wealth being related to people living longer; shows me that the world is not a very fair place,relationship (continuous X continuous),False,RELATIONSHIP,s294hoei,Happiness,Static,"life_expectancy_vs_gdp_scatterplot_initial_s294hoeihappiness, ",38:20,True,,,scatterplot
609,scatterplot,representation comment,"there seems to be this sort of wind to the graph that I mean, I'm sure it's not so mathematical, but its pretty cool to see. Almost has like like a wave to it.",,False,ANALYSIS PROCESS,s294hoei,Happiness,Static,"life_expectancy_vs_gdp_scatterplot_initial_s294hoeihappiness, ",38:39,,,,scatterplot
610,heatmap,plan of action,"I'd be curious to .... maybe get labels on some of the outliers, maybe a point here and maybe a point here and be a part here.",,False,ANALYSIS PROCESS,s294hoei,Happiness,Static,"life_expectancy_vs_gdp_scatterplot_initial_s294hoeihappiness, ",39:12,,,,heatmap
611,scatterplot,representation comment," like, maybe I'd start with just like labeled everything. And then it probably gives me, because the outliers are so spatially  far apart from each other. I could maybe keep the labels on this value",,False,ANALYSIS PROCESS,s294hoei,Happiness,Static,"life_expectancy_vs_gdp_scatterplot_repeated_s294hoeihappiness, ",39:48,,,,scatterplot
612,scatterplot,relationship strength and/or direction,Then this seems particularly negative [pointing at the social support and negativeAffect item],relationship (continuous X continuous),False,RELATIONSHIP,s294hoei,Happiness,Static,"happiness_corr_heatmap_s294hoeihappiness, ",40:33,,,,scatterplot
613,scatterplot,representation comment," like that classic Hans rosling chart track. Some of these points over time and I guess that's where, if if there'd be like a I don't know if there's like a label function where I can just say, label one country, and then I can almost see the country moving around.",,False,ANALYSIS PROCESS,s294hoei,Happiness,Static,"life_expectancy_vs_gdp_scatterplot_facet_column_s294hoeihappiness, ",43:02,,,,scatterplot
614,scatterplot,representation comment,"pretty sweet that I could make a faceted scatter project which was so, which was sounding pretty complicated in my head through just the addition of 'facet'.",,False,ANALYSIS PROCESS,s294hoei,Happiness,Static,"life_expectancy_vs_gdp_scatterplot_facet_column_s294hoeihappiness, ",43:30,,,,scatterplot
615,lineplot,representation comment,Can I add a line of best fit here?,,False,ANALYSIS PROCESS,s294hoei,Happiness,Static,"life_expectancy_vs_gdp_scatterplot_facet_column_s294hoeihappiness, ",43:57,,,,lineplot
616,lineplot,representation comment,Because it does seem like it does seem like there's something happening with the gradient. But I can't really like the gradients not really consistent. And II think it'd be fun to if I can maybe see if there's if the gradient is changing in any way over time.,relationship (continuous X continuous),False,ANALYSIS PROCESS,s294hoei,Happiness,Static,"life_expectancy_vs_gdp_scatterplot_facet_column_s294hoeihappiness, ",44:18,,,,lineplot
617,lineplot,representation comment,"Oh, I love this. this is this is absolutely, This is giving me so much joy. just extreme joy at the moment.",,False,ANALYSIS PROCESS,s294hoei,Happiness,Static,"happiness_over_years_facet_by_country_s294hoeihappiness, ",46:51,,,,lineplot
618,lineplot,representation comment,"What's the why is the Y consist. Oh, my God.",,False,ANALYSIS PROCESS,s294hoei,Happiness,Static,"happiness_over_years_facet_by_country_s294hoeihappiness, ",46:40,,,,lineplot
619,lineplot,relationship strength and/or direction,"this is this is just global inequality, captured in one easy to make to visualization. I love this",relationship (categorical X continuous),False,RELATIONSHIP,s294hoei,Happiness,Static,"happiness_over_years_facet_by_country_s294hoeihappiness, ",46:45,True,,,lineplot
620,lineplot,representation comment,then I can also see the spikes and dips and changes.,,False,ANALYSIS PROCESS,s294hoei,Happiness,Static,"happiness_over_years_facet_by_country_s294hoeihappiness, ",47:25,,,,lineplot
621,lineplot,relationship strength and/or direction,"what happened to Nepal in 2020, they got happier.","relationship (multivariate)
",False,RELATIONSHIP,s294hoei,Happiness,Static,"happiness_over_years_facet_by_country_s294hoeihappiness, ",47:07,,,,lineplot
622,lineplot,relationship strength and/or direction,"what's a country that's feeling sad. Oh, no! Oh, that makes a lot of sense. [looking at a sharp drop in happiness in 2020 in Lebanon, presumable due to the 2020 beruit explosion]","relationship (multivariate)
",False,RELATIONSHIP,s294hoei,Happiness,Static,"happiness_over_years_facet_by_country_s294hoeihappiness, ",47:12,,,,lineplot
623,lineplot,relationship strength and/or direction,"Oh, fuck, I didn't realize that Jordan","relationship (multivariate)
",False,RELATIONSHIP,s294hoei,Happiness,Static,"happiness_over_years_facet_by_country_s294hoeihappiness, ",47:21,True,,,lineplot
624,lineplot,relationship strength and/or direction,"classic Japan, just in the middle.","relationship (multivariate)
",False,RELATIONSHIP,s294hoei,Happiness,Static,"happiness_over_years_facet_by_country_s294hoeihappiness, ",47:29,,,,lineplot
625,lineplot,relationship strength and/or direction,"our global benchmark [hovering over Iceland, who was near the top of happiness]","relationship (multivariate)
",False,RELATIONSHIP,s294hoei,Happiness,Static,"happiness_over_years_facet_by_country_s294hoeihappiness, ",47:35,True,,,lineplot
626,lineplot,relationship strength and/or direction,"  oh, the Germans are not it","relationship (multivariate)
",False,RELATIONSHIP,s294hoei,Happiness,Static,"happiness_over_years_facet_by_country_s294hoeihappiness, ",47:39,,,,lineplot
627,lineplot,representation comment,Just scrolling through. I feel like just seeing some of the lines go up and down,,False,ANALYSIS PROCESS,s294hoei,Happiness,Static,"happiness_over_years_facet_by_country_s294hoeihappiness, ",47:44,,,,lineplot
628,lineplot,representation comment,"So when I'm scrolling across, Just for me, It's the animation that lines are stacked in different vertical positions",,False,ANALYSIS PROCESS,s294hoei,Happiness,Static,"happiness_over_years_facet_by_country_s294hoeihappiness, ",48:05,,,,lineplot
629,lineplot,relationship strength and/or direction,"Lebanon's just by default, never as happy as Ireland. you know, and then they are, you know, sinking further in terms of you know, with with conflict and all that.","relationship (multivariate)
",False,RELATIONSHIP,s294hoei,Happiness,Static,"happiness_over_years_facet_by_country_s294hoeihappiness, ",48:31,True,,,lineplot
630,lineplot,representation comment,"It's letting me add a bunch of non-trivial narratives and it's giving me that– that initial evidence for fitting some of those stories in.""",,False,ANALYSIS PROCESS,s294hoei,Happiness,Static,"happiness_over_years_facet_by_country_s294hoeihappiness, ",48:38,,,,lineplot
631,lineplot,relationship form (linearity/non-linearity),"Once I'm once I'm not scrolling horizontally. Once I'm looking at a specific chart, I'm looking for how the line moves and some of the ones that I'm particularly attuned to are the ones which are, for example, Bulgaria has a has a pretty interesting stepped kind of rise. So I'm I'm I'm interested in the specific movements in the data.","relationship (multivariate)
",False,RELATIONSHIP,s294hoei,Happiness,Static,"happiness_over_years_facet_by_country_s294hoeihappiness, ",49:25,,,,lineplot
632,lineplot,relationship strength and/or direction,"oh, this is a really fun one. right now, China is rising up.","relationship (multivariate)
",False,RELATIONSHIP,s294hoei,Happiness,Static,"happiness_over_years_facet_by_country_s294hoeihappiness, ",49:30,,,,lineplot
633,lineplot,relationship strength and/or direction,Oh What's the Us doing? Oh Pretty standard.,"relationship (multivariate)
",False,RELATIONSHIP,s294hoei,Happiness,Static,"happiness_over_years_facet_by_country_s294hoeihappiness, ",49:36,,,,lineplot
634,lineplot,relationship strength and/or direction,"Oh, look how look how similar these 3, these 3 are! Just based based on alphabets.","relationship (multivariate)
",False,RELATIONSHIP,s294hoei,Happiness,Static,"happiness_over_years_facet_by_country_s294hoeihappiness, ",49:38,,,,lineplot
635,data_dictionary,plan of action,"Would be really interesting to maybe also do like a regional, because I bet there's some there's some region slash income baked into this because income and happiness","relationship (multivariate)
",False,ANALYSIS PROCESS,s294hoei,Happiness,Static,"happiness_over_years_facet_by_country_s294hoeihappiness, ",49:38,,,,data_dictionary
636,data_dictionary,representation comment,"I think observable, is a bit of a different environment for me, because I don't know a lot of Javascript. I'm a lot more comfortable with python. ",,False,ANALYSIS PROCESS,s294hoei,Happiness,Static,,50:30,,,,data_dictionary
637,data_dictionary,variable metadata,cryosleep indicates whether the passengers are likely to be put into suspend animation to the duration of the words or not. Passengers in cryosleep are confined to the cabins.,,False,DATASET,s294hoei,Space,Interactive,"data_dictionary, ",1:17:52,,,,data_dictionary
638,data_dictionary,variable metadata,cabin number sent to the passenger on the Space Titanic.,,False,DATASET,s294hoei,Space,Interactive,"data_dictionary, ",1:18:00,,,,data_dictionary
639,data_dictionary,variable metadata,the passenger Destination Destination Point,,False,DATASET,s294hoei,Space,Interactive,"data_dictionary, ",1:18:03,,,,data_dictionary
640,data_dictionary,variable metadata,age of the passenger.,,False,DATASET,s294hoei,Space,Interactive,"data_dictionary, ",1:18:10,,,,data_dictionary
641,python,variable metadata,"how much money the passengers used on space room, service and journey.",,False,DATASET,s294hoei,Space,Interactive,"data_dictionary, ",1:18:13,,,,python
642,python,variable metadata,variable indicating whether the passenger survived.,,False,DATASET,s294hoei,Space,Interactive,"data_dictionary, ",1:18:33,,,,python
643,profile,"distribution shape [shape, skew, kurtosis]",[looking at value counts for survived] It's about at 50%.,distribution (categorical),False,VARIABLE,s294hoei,Space,Interactive,"survived_count_initial_s294hoeispace, ",1:20:03,,,,profile
644,profile,representation comment,"It's called something as a precise, norm... normal? [trying to remember the parameter for a function]",,False,ANALYSIS PROCESS,s294hoei,Space,Interactive,"survived_percentage_wrong_arg_s294hoeispace, ",1:20:17,,,,profile
645,profile,representation comment,I'm liking this because it's giving me frequencies and histograms for the variables in in giving me a sense of the data,,False,ANALYSIS PROCESS,s294hoei,Space,Interactive,"combined_profile_with_wrong_columns_s294hoeispace, ",1:22:13,,,,profile
646,profile,representation comment,"Much better, I realize, than doing value counts a bunch of times– it adds more visual component to value counts",,False,ANALYSIS PROCESS,s294hoei,Space,Interactive,"combined_profile_with_wrong_columns_s294hoeispace, ",1:22:23,,,,profile
647,profile,"distribution shape [shape, skew, kurtosis]",Not a lot of the passengers will be VIPs.,distribution (categorical),False,VARIABLE,s294hoei,Space,Interactive,"combined_profile_with_wrong_columns_s294hoeispace, ",1:22:45,,,,profile
648,profile,"distribution shape [shape, skew, kurtosis]",did not spend a lot of money on room service or the food court or the shopping mall. So these all have logarithmic distributions.,distribution (categorical),False,VARIABLE,s294hoei,Space,Interactive,"combined_profile_with_wrong_columns_s294hoeispace, ",1:22:55,,,True,profile
649,profile,"distribution shape [shape, skew, kurtosis]","we saw with survival that it's  it's a it's bimodal. It's like Some survival means binary, variable. But there's like an equal distribution of people who survive and don't",distribution (categorical),False,VARIABLE,s294hoei,Space,Interactive,"combined_profile_with_wrong_columns_s294hoeispace, ",1:23:07,,,,profile
650,profile,"distribution shape [shape, skew, kurtosis]"," I'm curious why, there's so many cabins. What is happening in cabin.",distribution (categorical),False,VARIABLE,s294hoei,Space,Interactive,"combined_profile_with_wrong_columns_s294hoeispace, ",1:23:10,,,,profile
651,Multi-view Chart,"distribution shape [shape, skew, kurtosis]",And there's some young people.,distribution  (continuous),False,VARIABLE,s294hoei,Space,Interactive,"combined_profile_with_wrong_columns_s294hoeispace, ",1:24:01,,,,Multi-view Chart
652,Multi-view Chart,plan of action,I want to do and see how all of this changes based on age,,False,ANALYSIS PROCESS,s294hoei,Space,Interactive,"combined_profile_with_wrong_columns_s294hoeispace, ",1:24:20,,,,Multi-view Chart
653,Multi-view Chart,relationship strength and/or direction,"Let's see where people under 20 will go. Seems like most of these, follow the underlying distribution.",relationship (categorical X continuous),True,RELATIONSHIP,s294hoei,Space,Interactive,"highlight_effect_barplot_s294hoeispace, ",1:31:01,,,True,Multi-view Chart
654,Multi-view Chart,relationship strength and/or direction,"let's see who survived, okay pretty comparable.",relationship (categorical X continuous),True,RELATIONSHIP,s294hoei,Space,Interactive,"highlight_effect_barplot_s294hoeispace, ",1:31:08,,,,Multi-view Chart
655,heatmap,relationship strength and/or direction,Let's see if the people who spend money on room service also spend money on other things.,relationship (continuous X continuous),True,RELATIONSHIP,s294hoei,Space,Interactive,"highlight_effect_barplot_s294hoeispace, ",1:32:21,,,,heatmap
656,heatmap,relationship strength and/or direction,"Oh, I guess it's like people who are not spending on room service are not spending on other things, too",relationship (continuous X continuous),False,RELATIONSHIP,s294hoei,Space,Interactive,"highlight_effect_barplot_s294hoeispace, space_titanic_corr_heatmap_s294hoeispace, ",1:33:05,,,,heatmap
657,Multi-view Chart,relationship strength and/or direction,"So if you spent money on the Food Court, did you also spend money on the VR thing. If you spend money on the spa, you just spend money on the VR deck and it does seem like there are correlations here.",relationship (continuous X continuous),False,RELATIONSHIP,s294hoei,Space,Interactive,"space_titanic_corr_heatmap_s294hoeispace, ",1:34:59,,,True,Multi-view Chart
658,dataframe,relationship strength and/or direction,I think correlation is that they're all 0.,relationship (continuous X continuous),False,RELATIONSHIP,s294hoei,Space,Interactive,"space_titanic_corr_heatmap_s294hoeispace, ",1:35:23,,,True,dataframe
659,heatmap,relationship strength and/or direction,"You can see if the  if vips are older, but there's so few of them.",relationship (categorical X continuous),True,RELATIONSHIP,s294hoei,Space,Interactive,"highlight_effect_barplot_s294hoeispace, ",1:36:10,,,,heatmap
660,Multi-view Chart,plan of action,I could maybe do some data wrangling and figure out if there were cabins –And they're not going to be a lot of maybe there are – cabins with multiple people. Doesn't seem that they're going to be a lot of them. But just let me see if if they're if they're different,,False,ANALYSIS PROCESS,s294hoei,Space,Interactive,"space_titanic_head_third_s294hoeispace, ",1:37:34,,,,Multi-view Chart
662,data_dictionary_describe,relationship strength and/or direction,maybe people who stayed inside their rooms survived. [hovering over the survived and Roomservice columns],relationship (categorical X continuous),False,RELATIONSHIP,s294hoei,Space,Interactive,"space_titanic_corr_heatmap_s294hoeispace, ",1:38:56,True,,,data_dictionary_describe
663,double-profiler,representation comment,"I don't seek out brushing often in my own data analysis, because it can track underlying distributions. And then and it sort of my understanding here is that it's sort of just in terms of how it's it's stacking up. It seems to be tracking underline distribution.",,True,ANALYSIS PROCESS,s294hoei,Space,Interactive,"roomservice_highlight_count_repeated_s294hoeispace, ",1:39:25,,,,double-profiler
664,pairplot,representation comment,"some of the some of the data points on the edges are very small. We don't have a lot of observations there. What I'm saying is maybe because, you know, there aren't many observations there, but if if it was  I don't know, maybe if I could just see that distribution instead of that in comparison to the underlying distribution. Maybe there was other, maybe there would. There'd be other insights.",distribution  (continuous),True,ANALYSIS PROCESS,s294hoei,Space,Interactive,"roomservice_highlight_count_repeated_s294hoeispace, ",1:42:46,,,,pairplot
2086,data_dictionary_describe,variable metadata,"Oh, how much money the passenger used on a variety of things which i'm guessing is probably it might be correlated with VIP,",relationship (categorical X continuous),False,DATASET,j2719eertu2,Space,Static,"dataframe_describe_j2719eertu2space, data_dictionary, ",23:03,,,,data_dictionary_describe
2097,double-profiler,"distribution shape [shape, skew, kurtosis]","the vip it's hard to say, because there's just so many that we're not vip so later it might kind of print out
the actual counts just to check that.",distribution (categorical),False,VARIABLE,j2719eertu2,Space,Static,"double_profile_survivors_nonSurvivors_j2719eertu2space, ",30:04,,,,double-profiler
2100,pairplot,plan of action,"I may want to do a transformation on these. They they don't necessarily seem like correlated, but so many of them are so close to 0 that it's just like hard to tell. ",distribution  (continuous),False,ANALYSIS PROCESS,j2719eertu2,Space,Static,"pairplot_uppercaseColumns_j2719eertu2space, ",35:10,,,True,pairplot
2140,Multi-view Chart,data provenance,"Oh, wow, okay. So
there's a lot more happiness scores as the years go on, and I kind of can't see all of them on that.
I guess the 2,005 they didn't measure happiness score for all the countries
",,True,DATASET,j2719eertu2,Happiness,Interactive,"yearFilter_freedom_happiness_profile_barplot_combo_wider_j2719eertu2happiness, ",1:34:00,True,,,Multi-view Chart
2143,Multi-view Chart,missing data,"so 2,005, there's fewer countries is measuring their happiness for so it kind of looks like the
like mean happiness. Score is higher, but it might just be that
the countries with the lower happiness just weren't measured that year.",relationship (continuous X continuous),True,DATASET,j2719eertu2,Happiness,Interactive,"yearFilter_freedom_happiness_profile_barplot_combo_wider_j2719eertu2happiness, ",1:35:29,,,,Multi-view Chart
2146,Multi-view Chart,plan of action,"So let me change the scatter plot to back to the log.
GDPpercapita
so that relationship stays pretty
constant.",relationship (continuous X continuous),True,ANALYSIS PROCESS,j2719eertu2,Happiness,Interactive,"yearFilter_logGDP_happiness_profile_barplot_combo_j2719eertu2happiness, ",1:36:27,,,,Multi-view Chart
2155,data_dictionary,plan of action,"I'm looking at what are the different data types. Specifically, you know, what are the actual data types, as far as– Is it numerical, or float values, or binary, or string values and things like that. So you know how to how to process those once you read it into the data frame.",,False,ANALYSIS PROCESS,lkin27js09b,Space,Static,"data_dictionary, ",24:14,,,,data_dictionary
2161,python,missing data,"It's kind of interesting, because some are none. some of the zeros, some are nulls. Not sure why that would be.",,False,DATASET,lkin27js09,Space,Static,"df_print2_lkin27js09bspace, ",27:12,,,,python
2164,python,"distribution shape [shape, skew, kurtosis]","I probably sort this out to see if and probably throw that in a histogram, too, to see. Get an idea on the on the general ages of the passengers.",distribution  (continuous),False,VARIABLE,lkin27js09b,Space,Static,"unique_val_count3_lkin27js09bspace, ",32:41,,,,python
2175,none,relationship strength and/or direction,"Well, yeah. So i'd add, I would, I would add their total. the the total of these values room service, food court, shopping mall to see how much they spent to see if that was a factor",relationship (categorical X continuous),False,RELATIONSHIP,lkin27js09b,Space,Static,,42:17,,,,none
2176,data_dictionary,variable metadata,We got overall score. probably some the method of scoring to get that based on these other attributes.,,False,DATASET,lkin27js09b,Happiness,Interactive,"data_dictionary, ",01:13:38,,,,data_dictionary
2177,data_dictionary,variable metadata,so we probably want to know which of these attributes most is attributable to this score,,False,DATASET,lkin27js09b,Happiness,Interactive,"data_dictionary, ",01:14:05,,,,data_dictionary
2183,none,representation comment,Then I'd probably just make one of these for each of the attributes. ,,False,ANALYSIS PROCESS,lkin27js09b,Happiness,Interactive,"interactive_tutorial, ",01:18:52,,,,none
2185,barplot,"distribution shape [shape, skew, kurtosis]","And then if I had more time to do something like this, group these countries into subgroups, whether that's continents or you know smaller subsets to see if there's– you know it's tough to try to gauge that at the country level– so I think you could probably bridge that by grouping them into some sort of, you know, probably North America, South America.",distribution (categorical),False,VARIABLE,lkin27js09b,Happiness,Interactive,"barplot_country2_lkin27js09bhappiness, ",01:23:32,,,,barplot
2200,barplot,representation comment,"I think maybe the VIP people survive a little more. It's hard to say, given the proportional difference.
",distribution (categorical),False,ANALYSIS PROCESS,li832lin23,Space,Static,"barplot_survived_cryosleep_li832lin23space, ",00:32:59,,,,barplot
2211,none,representation comment,"I will just do a bunch of variable set of plots with happiness against the other variables, and then, when I want to break it out, I will, By country which is the only available form of categorization.",relationship (continuous X continuous),False,ANALYSIS PROCESS,li832lin23,happiness,Interactive,,01:06:14,,,True,none
2218,scatterplot,outlier (relationship),I don't know why I put the interaction into there actually. I think it's just so I can look at outliers. ,relationship (continuous X continuous),False,RELATIONSHIP,li832lin23,happiness,Interactive,"tooltip_brush_jointplot_happ_lifeExp3_li832lin23happiness, ",01:09:56,,,,scatterplot
2232,Multi-view Chart,representation comment,"I'm looking at this by country, and I can't see anything. ",relationship (continuous X continuous),False,ANALYSIS PROCESS,li832lin23,happiness,Interactive,"tooltip_brush_barplot_avg_happiness_profile8_li832lin23happiness, ",01:21:43,,,,Multi-view Chart
2233,Multi-view Chart,representation comment,"If I had a real thing, I would probably do by regions",,True,ANALYSIS PROCESS,li832lin23,happiness,Interactive,"tooltip_brush_barplot_avg_happiness_profile8_li832lin23happiness, ",1:21:47,,,,Multi-view Chart
2250,dataframe,representation comment,"I think I will start with the with the scatterplot and I will compare, just randomly, the home planet with the cryo-sleep. I guess it won't work because it's a boolean thing. But oh, okay. Actually, it works.",relationship (categorical X categorical),False,ANALYSIS PROCESS,bjs827ee1u,space,Interactive,"display_df_bjs827ee1uspace, ",1:17:12,,,,dataframe
2252,scatterplot,representation comment,there is actually a third option which I don't understand true false and whatever.,,True,ANALYSIS PROCESS,bjs827ee1u,space,Interactive,"Age_CryoSleep_scatterplot_bjs827ee1uspace, ",01:18:08,,,,scatterplot
2256,python,plan of action,"Okay, now I want to see who survived who are VIPs.",relationship (categorical X categorical),False,ANALYSIS PROCESS,bjs827ee1u,space,Interactive,"count_survived_bjs827ee1uspace, ",1:26:51,,,,python
2263,dataframe,representation comment,Data frame. Got a bunch of columns. Don't know what they mean.,,False,ANALYSIS PROCESS,3r2sh20ei,Space,Interactive,"display_dataframe_3r2sh20eispace, ",01:08:19,,,,dataframe
2276,profile,missing data,So we have 4 – No – 3 different home planets and nulls.,distribution (categorical),False,DATASET,3r2sh20ei,Space,Interactive,"profile_dataframe_3r2sh20eispace, ",01:11:03,,,,profile
2277,profile,representation comment,"Oh, there's some that say null rather than Nan's",,False,ANALYSIS PROCESS,3r2sh20ei,Space,Interactive,"profile_dataframe_3r2sh20eispace, ",01:11:18,,,,profile
2285,dataframe_profile,representation comment,"Okay, this makes sense. So all of these NaN's are nulls on the above correct",,False,ANALYSIS PROCESS,3r2sh20ei,Space,Interactive,"profile_dataframe_3r2sh20eispace, vip_value_counts_3r2sh20eispace, null_rows_dataframe_3r2sh20eispace, ",01:14:57,,,,dataframe_profile
2286,profile,representation comment,[Talking about the profiler showing nulls] It was helpful if they show up. Most obscure it. So I'm glad they're at least displayed.,,False,ANALYSIS PROCESS,3r2sh20ei,Space,Interactive,"profile_dataframe_3r2sh20eispace, ",1:15:13,,,,profile
2291,double-profiler,relationship strength and/or direction,"They [hovering over survived profiler in double profiler] spent significantly more seems plausible. Given the x-axis– which is, by the way, a bad way to do this– the people who survived seems like the richest people.",relationship (categorical X continuous),False,RELATIONSHIP,3r2sh20ei,Space,Interactive,"profile_survived-2_3r2sh20eispace, profile_deceased_3r2sh20eispace, ",1:31:58,,,,double-profiler
2292,double-profiler,relationship strength and/or direction,"We're still in that data set because the X-axis difference between room service. although for court that's not the same. Those deceased there are some higher values, shopping malls and higher values down there. So that idea is doesn't buy out looking ",relationship (categorical X continuous),False,RELATIONSHIP,3r2sh20ei,Space,Interactive,"profile_survived-2_3r2sh20eispace, profile_deceased_3r2sh20eispace, ",1:32:14,,,True,double-profiler
2293,double-profiler,relationship strength and/or direction,"so I don't know what the Y-axis is here, if it's the same between top and bottom, but the relative distribution most people from Earth. But we had a lot of people from Europa who died relatively more.",relationship (categorical X categorical),False,RELATIONSHIP,3r2sh20ei,Space,Interactive,"profile_survived-2_3r2sh20eispace, profile_deceased_3r2sh20eispace, ",1:32:24,,,,double-profiler
2297,scatterplot,representation comment,"I wonder why, there aren't these null values? If doesn't seem to have a mapping for [refering to the pandas output of cryosleep_value_counts_2_7382kwtuespace]. 

Oh it It seems like they're in there there. Okay.",,False,ANALYSIS PROCESS,7382kwtue,Space,Static,"VIP_Cryosleep_sizeCount_scatter_big_7382kwtuespace, cryosleep_value_counts_2_7382kwtuespace, ",00:19:30,,,,scatterplot
2312,none,relationship existence / non-existence,"Now, I really quickly wanna check a little bit more about that higher rate of young people not surviving.",relationship (categorical X continuous),False,RELATIONSHIP,7382kwtue,Space,Static,,36:26,,,,none
2320,scatterplot,relationship cluster(s)/subgroup/ unexpected,Seems like there's an interesting mix there. But I don't know if that's the determining factor. [freedom and the relationship between highly corruption and highly confident in government entities].,"relationship (multivariate)
",False,RELATIONSHIP,7382kwtue,Happiness,Interactive,"corruption_confidence_hover_pan_zoom_color_freedomQ_separate_encoding_scatter_bigger_7382kwtuehappiness, ",1:09:07,,,,scatterplot
2321,scatterplot,relationship cluster(s)/subgroup/ unexpected,I need to see if generosity correlated with corruption. Actually might like a little bit. What else do we have that might be a factor?,"relationship (multivariate)
",False,RELATIONSHIP,7382kwtue,Happiness,Interactive,"corruption_confidence_hover_pan_zoom_color_generosityQ_separate_encoding_scatter_7382kwtuehappiness, ",01:09:15,,,,scatterplot
2322,scatterplot,relationship cluster(s)/subgroup/ unexpected,"actually, let me see if positive effect correlates generally with how correct do you think?","relationship (multivariate)
",False,RELATIONSHIP,7382kwtue,Happiness,Interactive,"corruption_confidence_hover_pan_zoom_color_positive_affectQ_separate_encoding_scatter_2_7382kwtuehappiness, ",1:09:55,,,,scatterplot
2323,scatterplot,relationship cluster(s)/subgroup/ unexpected,And confidence in government is higher? Well. seems like that doesn't really correlate.,"relationship (multivariate)
",False,RELATIONSHIP,7382kwtue,Happiness,Interactive,"corruption_confidence_hover_pan_zoom_color_positive_affectQ_separate_encoding_scatter_3_7382kwtuehappiness, ",1:10:11,,,,scatterplot
2324,scatterplot,relationship cluster(s)/subgroup/ unexpected,That's a weird dispersion [gestures to cluster with a low corruption and high positive affect that is distinct from the general trend],relationship (continuous X continuous),False,RELATIONSHIP,7382kwtue,Happiness,Interactive,"positiveAffect_corruption_hover_pan_zoom_encode_scatter_7382kwtuehappiness, ",1:10:43,,,,scatterplot
2325,scatterplot,relationship strength and/or direction,"It seems like positive affect and corruption have sort of an odd relationship. It seems like most people in the data have a higher estimation of the corruption in their country. People who have a largely positive aspect to have a low estimation of of of corruption in their country. But there are these like 2 sort of separate lobes for people who have positive affect. So i'm trying to see what accounts for the difference between both of people down here and close to people up here. I was wondering if it's just a factor of like. The people down here are positive, but also enjoy like better Gdp than the people up here.","relationship (multivariate)
",True,RELATIONSHIP,7382kwtue,Happiness,Interactive,"positiveAffect_corruption_hover_pan_zoom_encode_color_alt_logGDP_scatter_7382kwtuehappiness, ",1:12:54,True,,,scatterplot
2326,scatterplot,representation comment,"it seems like there is some GDP correlation, but like this dark blue versus this light blue, is not telling me as much as I would like.","relationship (multivariate)
",True,ANALYSIS PROCESS,7382kwtue,Happiness,Interactive,"positiveAffect_corruption_hover_pan_zoom_encode_color_alt_logGDP_scatter_3_7382kwtuehappiness, ",1:14:48,,,,scatterplot
2327,scatterplot,relationship existence / non-existence,"I am just as a way of eliminating like what the most significant, like tertiary variable might be","relationship (multivariate)
",True,RELATIONSHIP,7382kwtue,Happiness,Interactive,"positiveAffect_corruption_hover_pan_zoom_encode_color_alt_logGDP_scatter_3_7382kwtuehappiness, ",1:15:16,,,,scatterplot
