SID,Final_Group,Utterance Type,Utterance,Data Type,interaction_used,Highlevel,PID,Notebook,Condition,All representations,Timestamp,adj_timestamp,Dylan Flag Storytelling,Dylan Flag Correction,Dylan Flag Simultaneous Characterization,Vis_Was_Interactive,Timestamp,PNUM
574,scatterplot,relationship strength and/or direction,"you know, most of the people who survive. They actually like spend a lot on room service",relationship (categorical X continuous),FALSE,RELATIONSHIP,iurmer289,Space,Interactive,"tooltip_scatterplot_without_size_iurmer289space, ",1:48:57,1:48:57,,,,TRUE,1:48:57,P12
575,scatterplot,relationship cluster(s)/subgroup/ unexpected,"Like now, there is no trending in age or room service, so we could look into this like area, which is very dense, but I don't think it would be showing us anything new. ",relationship (continuous X continuous),TRUE,RELATIONSHIP,iurmer289,Space,Interactive,"tooltip_scatterplot_without_size_iurmer289space, ",1:50:01,1:50:01,,,,TRUE,1:50:01,P12
576,dataframe,plan of action,"we can even like, you know, sum up everything like how much the person spent everywhere versus their survival.",,FALSE,ANALYSIS PROCESS,iurmer289,Space,Interactive,"titanic_df_head_iurmer289space, ",1:50:49,1:50:49,,,,FALSE,1:50:49,P12
577,data_dictionary,variable metadata,"there's something called VR deck, which is, yeah, I guess how much they spent on the VR services ",,FALSE,DATASET,iurmer289,Space,Interactive,"data_dictionary, ",1:51:05,1:51:05,,,,FALSE,1:51:05,P12
578,dataframe,data provenance,The sum of our spending Seems to be more or less correct.,,FALSE,DATASET,iurmer289,Space,Interactive,"compute_spending_v2_iurmer289space, ",1:52:43,1:52:43,,,,FALSE,1:52:43,P12
579,Multi-view Chart,"distribution shape [shape, skew, kurtosis]","we have a lot of 0 values, we need to like, drop",distribution  (continuous),FALSE,VARIABLE,iurmer289,Space,Interactive,"highlight_brush_tooltip_barplot_spending_iurmer289space, ",1:53:25,1:53:25,,,,TRUE,1:53:25,P12
580,Multi-view Chart,"distribution shape [shape, skew, kurtosis]","survival rate, which is like for the whole population seems to be like, you know, more or less the same like.",distribution (categorical),FALSE,VARIABLE,iurmer289,Space,Interactive,"profile_and_barplot_count_iurmer289space, ",1:54:55,1:54:55,,,,TRUE,1:54:55,P12
581,Multi-view Chart,relationship strength and/or direction, We can see that like people who spend more they had a higher chance of survival.,relationship (categorical X continuous),FALSE,RELATIONSHIP,iurmer289,Space,Interactive,"highlight_brush_tooltip_barplot_spending_iurmer289space, ",1:55:00,1:55:00,,,,TRUE,1:55:00,P12
582,data_dictionary,representation comment,"good that we have a dictionary, because I love starting data analysis by just reading a bunch of stuff.",,FALSE,ANALYSIS PROCESS,s294hoei,Happiness,Static,"data_dictionary, ",25:06:00,0:25:06,,,,FALSE,25:06:00,P13
583,data_dictionary,variable metadata,"seems like we have some some measures about just general happiness, but also data on feelings about the government.",,FALSE,DATASET,s294hoei,Happiness,Static,"data_dictionary, ",25:19:00,0:25:19,,,TRUE,FALSE,25:19:00,P13
584,dataframe,representation comment,"So started by just  by doing Df head, which is which shows me what the data is like.",,FALSE,ANALYSIS PROCESS,s294hoei,Happiness,Static,"happiness_head_repeated_s294hoeihappiness, ",26:05:00,0:26:05,,,,FALSE,26:05:00,P13
585,dataframe,representation comment,Gives me some quick insight into some of the types of values that we're dealing with.,,FALSE,ANALYSIS PROCESS,s294hoei,Happiness,Static,"happiness_head_repeated_s294hoeihappiness, ",26:11:00,0:26:11,,,,FALSE,26:11:00,P13
586,dataframe,plan of action,I would love to maybe make a line chart of life expectancy in a particular country.,,FALSE,ANALYSIS PROCESS,s294hoei,Happiness,Static,"happiness_head_repeated_s294hoeihappiness, ",26:28:00,0:26:28,,,,FALSE,26:28:00,P13
587,lineplot,representation comment,I'm just always drawn to starting my charts from Zeros. There's some research that suggests static charts from a non-zero base can be misleading.,,FALSE,ANALYSIS PROCESS,s294hoei,Happiness,Static,"pakistan_life_expectancy_lineplot_s294hoeihappiness, ",29:15:00,0:29:15,,,,FALSE,29:15:00,P13
588,lineplot,representation comment,I'm particularly attuned to just seeing numbers on the 0 to 100 range vertically.,,FALSE,ANALYSIS PROCESS,s294hoei,Happiness,Static,"pakistan_life_expectancy_lineplot_s294hoeihappiness, ",29:37:00,0:29:37,,,,FALSE,29:37:00,P13
589,lineplot,representation comment,"Some people do is they'll still start with 0, and they'll have like that little electricity sign saying that we're consciously trimming the y-axis.",,FALSE,ANALYSIS PROCESS,s294hoei,Happiness,Static,"pakistan_life_expectancy_lineplot_s294hoeihappiness, ",30:24:00,0:30:24,,,,FALSE,30:24:00,P13
590,lineplot,plan of action,I'm gonna try and maybe compare 2 countries top to bottom.,,FALSE,ANALYSIS PROCESS,s294hoei,Happiness,Static,"pakistan_life_expectancy_lineplot_s294hoeihappiness, ",30:34:00,0:30:34,,,,FALSE,30:34:00,P13
591,lineplot,representation comment,"Yeah, sometimes, when I'm analyzing the data, I like to just not look at the code, and just look at the visualization as the as my only source of truth. We'll sometimes appreciate just having all the information in the chart, and then look at the chart and see what's happening.",,FALSE,ANALYSIS PROCESS,s294hoei,Happiness,Static,"pakistan_india_combined_lineplot_simplified_repeated_s294hoeihappiness, ",32:20:00,0:32:20,,,,FALSE,32:20:00,P13
592,lineplot,relationship strength and/or direction,I'm sure that's Pakistan [ hovering over bottom line in the plot of life expect and year],"relationship (multivariate)
",FALSE,RELATIONSHIP,s294hoei,Happiness,Static,"pakistan_india_combined_lineplot_simplified_repeated_s294hoeihappiness, ",32:48:00,0:32:48,,,,FALSE,32:48:00,P13
593,lineplot,representation comment,I love that. I really like that [ the ability to add together countries into your line plot very quickly],,FALSE,ANALYSIS PROCESS,s294hoei,Happiness,Static,"multi_country_life_expectancy_lineplot_s294hoeihappiness, ",33:46:00,0:33:46,,,,FALSE,33:46:00,P13
594,lineplot,"distribution range [min, max]"," guess you could do line plots, and then you by country, and they'd sort of give you something similar. But I guess then you run into that question of it'll give you all 198 countries on the hue.",distribution (categorical),FALSE,VARIABLE,s294hoei,Happiness,Static,"multi_country_life_expectancy_lineplot_s294hoeihappiness, ",34:22:00,0:34:22,,,,FALSE,34:22:00,P13
595,lineplot,representation comment,I think I would just put a title here and send it to a publication. ,,FALSE,ANALYSIS PROCESS,s294hoei,Happiness,Static,"multi_country_life_expectancy_lineplot_s294hoeihappiness, ",34:42:00,0:34:42,,,,FALSE,34:42:00,P13
596,dataframe,representation comment,Can I also see some of the data that's encoded like the region.,,FALSE,ANALYSIS PROCESS,s294hoei,Happiness,Static,"happiness_head_repeated_s294hoeihappiness, ",35:04:00,0:35:04,,,,FALSE,35:04:00,P13
597,none,plan of action," I also wanna maybe get some correlation matrices go in just to see, I know there's going to be wild regional differences, but just as a first cut.",,FALSE,ANALYSIS PROCESS,s294hoei,Happiness,Static,"tutorial_static, ",35:26:00,0:35:26,,,,FALSE,35:26:00,P13
598,dataframe,relationship strength and/or direction,these are variables that  one can argue would have a temporal aspect to them.,relationship (continuous X continuous),FALSE,RELATIONSHIP,s294hoei,Happiness,Static,"correct_country_filter_s294hoeihappiness, ",35:50:00,0:35:50,,,,FALSE,35:50:00,P13
599,dataframe,relationship existence / non-existence,"So, for example, I don't know. Corruption might increase over time.",relationship (continuous X continuous),FALSE,RELATIONSHIP,s294hoei,Happiness,Static,"correct_country_filter_s294hoeihappiness, ",36:00:00,0:36:00,,,,FALSE,36:00:00,P13
600,dataframe,relationship existence / non-existence,Freedom might go down over time as governments change.,relationship (continuous X continuous),FALSE,RELATIONSHIP,s294hoei,Happiness,Static,"correct_country_filter_s294hoeihappiness, ",36:16:00,0:36:16,,,,FALSE,36:16:00,P13
601,dataframe,relationship existence / non-existence,Freedom might be linked to confidence or corruption might be linked to confidence in governments.,relationship (continuous X continuous),FALSE,RELATIONSHIP,s294hoei,Happiness,Static,"correct_country_filter_s294hoeihappiness, ",36:14:00,0:36:14,,,,FALSE,36:14:00,P13
602,heatmap,representation comment,"one of the things I like to do with correlation matrices is I, I keep only the bottom half",,FALSE,ANALYSIS PROCESS,s294hoei,Happiness,Static,"happiness_corr_heatmap_s294hoeihappiness, ",36:42:00,0:36:42,,,,FALSE,36:42:00,P13
603,heatmap,representation comment,I don't need to be confused by information that's already on that on that plot,,FALSE,ANALYSIS PROCESS,s294hoei,Happiness,Static,"happiness_corr_heatmap_s294hoeihappiness, ",36:59:00,0:36:59,,,,FALSE,36:59:00,P13
604,heatmap,relationship strength and/or direction,seems like happiness and social support are pretty correlated.,relationship (continuous X continuous),FALSE,RELATIONSHIP,s294hoei,Happiness,Static,"happiness_corr_heatmap_s294hoeihappiness, ",37:05:00,0:37:05,,,,FALSE,37:05:00,P13
605,heatmap,relationship strength and/or direction," Seems like log Gdp per capita and social support are pretty correlated, which is interesting.",relationship (continuous X continuous),FALSE,RELATIONSHIP,s294hoei,Happiness,Static,"happiness_corr_heatmap_s294hoeihappiness, ",37:10:00,0:37:10,,,,FALSE,37:10:00,P13
606,heatmap,relationship strength and/or direction,"Life  expectancy, and GDP per capita are related.",relationship (continuous X continuous),FALSE,RELATIONSHIP,s294hoei,Happiness,Static,"happiness_corr_heatmap_s294hoeihappiness, ",37:17:00,0:37:17,,,,FALSE,37:17:00,P13
607,scatterplot,representation comment,I like this chart,,FALSE,ANALYSIS PROCESS,s294hoei,Happiness,Static,"life_expectancy_vs_gdp_scatterplot_initial_s294hoeihappiness, ",38:14:00,0:38:14,,,,FALSE,38:14:00,P13
608,scatterplot,relationship strength and/or direction,I'm seeing income or wealth being related to people living longer; shows me that the world is not a very fair place,relationship (continuous X continuous),FALSE,RELATIONSHIP,s294hoei,Happiness,Static,"life_expectancy_vs_gdp_scatterplot_initial_s294hoeihappiness, ",38:20:00,0:38:20,TRUE,,,FALSE,38:20:00,P13
609,scatterplot,representation comment,"there seems to be this sort of wind to the graph that I mean, I'm sure it's not so mathematical, but its pretty cool to see. Almost has like like a wave to it.",,FALSE,ANALYSIS PROCESS,s294hoei,Happiness,Static,"life_expectancy_vs_gdp_scatterplot_initial_s294hoeihappiness, ",38:39:00,0:38:39,,,,FALSE,38:39:00,P13
610,scatterplot,plan of action,"I'd be curious to .... maybe get labels on some of the outliers, maybe a point here and maybe a point here and be a part here.",,FALSE,ANALYSIS PROCESS,s294hoei,Happiness,Static,"life_expectancy_vs_gdp_scatterplot_initial_s294hoeihappiness, ",39:12:00,0:39:12,,,,FALSE,39:12:00,P13
611,scatterplot,representation comment," like, maybe I'd start with just like labeled everything. And then it probably gives me, because the outliers are so spatially  far apart from each other. I could maybe keep the labels on this value",,FALSE,ANALYSIS PROCESS,s294hoei,Happiness,Static,"life_expectancy_vs_gdp_scatterplot_repeated_s294hoeihappiness, ",39:48:00,0:39:48,,,,FALSE,39:48:00,P13
612,heatmap,relationship strength and/or direction,Then this seems particularly negative [pointing at the social support and negativeAffect item],relationship (continuous X continuous),FALSE,RELATIONSHIP,s294hoei,Happiness,Static,"happiness_corr_heatmap_s294hoeihappiness, ",40:33:00,0:40:33,,,,FALSE,40:33:00,P13
613,scatterplot,representation comment," like that classic Hans rosling chart track. Some of these points over time and I guess that's where, if if there'd be like a I don't know if there's like a label function where I can just say, label one country, and then I can almost see the country moving around.",,FALSE,ANALYSIS PROCESS,s294hoei,Happiness,Static,"life_expectancy_vs_gdp_scatterplot_facet_column_s294hoeihappiness, ",43:02:00,0:43:02,,,,FALSE,43:02:00,P13
614,scatterplot,representation comment,"pretty sweet that I could make a faceted scatter project which was so, which was sounding pretty complicated in my head through just the addition of 'facet'.",,FALSE,ANALYSIS PROCESS,s294hoei,Happiness,Static,"life_expectancy_vs_gdp_scatterplot_facet_column_s294hoeihappiness, ",43:30:00,0:43:30,,,,FALSE,43:30:00,P13
615,scatterplot,representation comment,Can I add a line of best fit here?,,FALSE,ANALYSIS PROCESS,s294hoei,Happiness,Static,"life_expectancy_vs_gdp_scatterplot_facet_column_s294hoeihappiness, ",43:57:00,0:43:57,,,,FALSE,43:57:00,P13
616,scatterplot,representation comment,Because it does seem like it does seem like there's something happening with the gradient. But I can't really like the gradients not really consistent. And II think it'd be fun to if I can maybe see if there's if the gradient is changing in any way over time.,relationship (continuous X continuous),FALSE,ANALYSIS PROCESS,s294hoei,Happiness,Static,"life_expectancy_vs_gdp_scatterplot_facet_column_s294hoeihappiness, ",44:18:00,0:44:18,,,,FALSE,44:18:00,P13
617,lineplot,representation comment,"Oh, I love this. this is this is absolutely, This is giving me so much joy. just extreme joy at the moment.",,FALSE,ANALYSIS PROCESS,s294hoei,Happiness,Static,"happiness_over_years_facet_by_country_s294hoeihappiness, ",46:51:00,0:46:51,,,,FALSE,46:51:00,P13
618,lineplot,representation comment,"What's the why is the Y consist. Oh, my God.",,FALSE,ANALYSIS PROCESS,s294hoei,Happiness,Static,"happiness_over_years_facet_by_country_s294hoeihappiness, ",46:40:00,0:46:40,,,,FALSE,46:40:00,P13
619,lineplot,relationship strength and/or direction,"this is this is just global inequality, captured in one easy to make to visualization. I love this",relationship (categorical X continuous),FALSE,RELATIONSHIP,s294hoei,Happiness,Static,"happiness_over_years_facet_by_country_s294hoeihappiness, ",46:45:00,0:46:45,TRUE,,,FALSE,46:45:00,P13
620,lineplot,representation comment,then I can also see the spikes and dips and changes.,,FALSE,ANALYSIS PROCESS,s294hoei,Happiness,Static,"happiness_over_years_facet_by_country_s294hoeihappiness, ",47:25:00,0:47:25,,,,FALSE,47:25:00,P13
621,lineplot,relationship strength and/or direction,"what happened to Nepal in 2020, they got happier.","relationship (multivariate)
",FALSE,RELATIONSHIP,s294hoei,Happiness,Static,"happiness_over_years_facet_by_country_s294hoeihappiness, ",47:07:00,0:47:07,,,,FALSE,47:07:00,P13
622,lineplot,relationship strength and/or direction,"what's a country that's feeling sad. Oh, no! Oh, that makes a lot of sense. [looking at a sharp drop in happiness in 2020 in Lebanon, presumable due to the 2020 beruit explosion]","relationship (multivariate)
",FALSE,RELATIONSHIP,s294hoei,Happiness,Static,"happiness_over_years_facet_by_country_s294hoeihappiness, ",47:12:00,0:47:12,,,,FALSE,47:12:00,P13
623,lineplot,relationship strength and/or direction,"Oh, fuck, I didn't realize that Jordan","relationship (multivariate)
",FALSE,RELATIONSHIP,s294hoei,Happiness,Static,"happiness_over_years_facet_by_country_s294hoeihappiness, ",47:21:00,0:47:21,TRUE,,,FALSE,47:21:00,P13
624,lineplot,relationship strength and/or direction,"classic Japan, just in the middle.","relationship (multivariate)
",FALSE,RELATIONSHIP,s294hoei,Happiness,Static,"happiness_over_years_facet_by_country_s294hoeihappiness, ",47:29:00,0:47:29,,,,FALSE,47:29:00,P13
625,lineplot,relationship strength and/or direction,"our global benchmark [hovering over Iceland, who was near the top of happiness]","relationship (multivariate)
",FALSE,RELATIONSHIP,s294hoei,Happiness,Static,"happiness_over_years_facet_by_country_s294hoeihappiness, ",47:35:00,0:47:35,TRUE,,,FALSE,47:35:00,P13
626,lineplot,relationship strength and/or direction,"  oh, the Germans are not it","relationship (multivariate)
",FALSE,RELATIONSHIP,s294hoei,Happiness,Static,"happiness_over_years_facet_by_country_s294hoeihappiness, ",47:39:00,0:47:39,,,,FALSE,47:39:00,P13
627,lineplot,representation comment,Just scrolling through. I feel like just seeing some of the lines go up and down,,FALSE,ANALYSIS PROCESS,s294hoei,Happiness,Static,"happiness_over_years_facet_by_country_s294hoeihappiness, ",47:44:00,0:47:44,,,,FALSE,47:44:00,P13
628,lineplot,representation comment,"So when I'm scrolling across, Just for me, It's the animation that lines are stacked in different vertical positions",,FALSE,ANALYSIS PROCESS,s294hoei,Happiness,Static,"happiness_over_years_facet_by_country_s294hoeihappiness, ",48:05:00,0:48:05,,,,FALSE,48:05:00,P13
629,lineplot,relationship strength and/or direction,"Lebanon's just by default, never as happy as Ireland. you know, and then they are, you know, sinking further in terms of you know, with with conflict and all that.","relationship (multivariate)
",FALSE,RELATIONSHIP,s294hoei,Happiness,Static,"happiness_over_years_facet_by_country_s294hoeihappiness, ",48:31:00,0:48:31,TRUE,,,FALSE,48:31:00,P13
630,lineplot,representation comment,"It's letting me add a bunch of non-trivial narratives and it's giving me that– that initial evidence for fitting some of those stories in.""",,FALSE,ANALYSIS PROCESS,s294hoei,Happiness,Static,"happiness_over_years_facet_by_country_s294hoeihappiness, ",48:38:00,0:48:38,,,,FALSE,48:38:00,P13
631,lineplot,relationship form (linearity/non-linearity),"Once I'm once I'm not scrolling horizontally. Once I'm looking at a specific chart, I'm looking for how the line moves and some of the ones that I'm particularly attuned to are the ones which are, for example, Bulgaria has a has a pretty interesting stepped kind of rise. So I'm I'm I'm interested in the specific movements in the data.","relationship (multivariate)
",FALSE,RELATIONSHIP,s294hoei,Happiness,Static,"happiness_over_years_facet_by_country_s294hoeihappiness, ",49:25:00,0:49:25,,,,FALSE,49:25:00,P13
632,lineplot,relationship strength and/or direction,"oh, this is a really fun one. right now, China is rising up.","relationship (multivariate)
",FALSE,RELATIONSHIP,s294hoei,Happiness,Static,"happiness_over_years_facet_by_country_s294hoeihappiness, ",49:30:00,0:49:30,,,,FALSE,49:30:00,P13
633,lineplot,relationship strength and/or direction,Oh What's the Us doing? Oh Pretty standard.,"relationship (multivariate)
",FALSE,RELATIONSHIP,s294hoei,Happiness,Static,"happiness_over_years_facet_by_country_s294hoeihappiness, ",49:36:00,0:49:36,,,,FALSE,49:36:00,P13
634,lineplot,relationship strength and/or direction,"Oh, look how look how similar these 3, these 3 are! Just based based on alphabets.","relationship (multivariate)
",FALSE,RELATIONSHIP,s294hoei,Happiness,Static,"happiness_over_years_facet_by_country_s294hoeihappiness, ",49:38:00,0:49:38,,,,FALSE,49:38:00,P13
635,lineplot,plan of action,"Would be really interesting to maybe also do like a regional, because I bet there's some there's some region slash income baked into this because income and happiness","relationship (multivariate)
",FALSE,ANALYSIS PROCESS,s294hoei,Happiness,Static,"happiness_over_years_facet_by_country_s294hoeihappiness, ",49:38:00,0:49:38,,,,FALSE,49:38:00,P13
636,none,representation comment,"I think observable, is a bit of a different environment for me, because I don't know a lot of Javascript. I'm a lot more comfortable with python. ",,FALSE,ANALYSIS PROCESS,s294hoei,Happiness,Static,,50:30:00,0:50:30,,,,FALSE,50:30:00,P13
637,data_dictionary,variable metadata,cryosleep indicates whether the passengers are likely to be put into suspend animation to the duration of the words or not. Passengers in cryosleep are confined to the cabins.,,FALSE,DATASET,s294hoei,Space,Interactive,"data_dictionary, ",1:17:52,1:17:52,,,,FALSE,1:17:52,P13
638,data_dictionary,variable metadata,cabin number sent to the passenger on the Space Titanic.,,FALSE,DATASET,s294hoei,Space,Interactive,"data_dictionary, ",1:18:00,1:18:00,,,,FALSE,1:18:00,P13
639,data_dictionary,variable metadata,the passenger Destination Destination Point,,FALSE,DATASET,s294hoei,Space,Interactive,"data_dictionary, ",1:18:03,1:18:03,,,,FALSE,1:18:03,P13
640,data_dictionary,variable metadata,age of the passenger.,,FALSE,DATASET,s294hoei,Space,Interactive,"data_dictionary, ",1:18:10,1:18:10,,,,FALSE,1:18:10,P13
641,data_dictionary,variable metadata,"how much money the passengers used on space room, service and journey.",,FALSE,DATASET,s294hoei,Space,Interactive,"data_dictionary, ",1:18:13,1:18:13,,,,FALSE,1:18:13,P13
642,data_dictionary,variable metadata,variable indicating whether the passenger survived.,,FALSE,DATASET,s294hoei,Space,Interactive,"data_dictionary, ",1:18:33,1:18:33,,,,FALSE,1:18:33,P13
643,python,"distribution shape [shape, skew, kurtosis]",[looking at value counts for survived] It's about at 50%.,distribution (categorical),FALSE,VARIABLE,s294hoei,Space,Interactive,"survived_count_initial_s294hoeispace, ",1:20:03,1:20:03,,,,FALSE,1:20:03,P13
644,python,representation comment,"It's called something as a precise, norm... normal? [trying to remember the parameter for a function]",,FALSE,ANALYSIS PROCESS,s294hoei,Space,Interactive,"survived_percentage_wrong_arg_s294hoeispace, ",1:20:17,1:20:17,,,,FALSE,1:20:17,P13
645,profile,representation comment,I'm liking this because it's giving me frequencies and histograms for the variables in in giving me a sense of the data,,FALSE,ANALYSIS PROCESS,s294hoei,Space,Interactive,"combined_profile_with_wrong_columns_s294hoeispace, ",1:22:13,1:22:13,,,,TRUE,1:22:13,P13
646,profile,representation comment,"Much better, I realize, than doing value counts a bunch of times– it adds more visual component to value counts",,FALSE,ANALYSIS PROCESS,s294hoei,Space,Interactive,"combined_profile_with_wrong_columns_s294hoeispace, ",1:22:23,1:22:23,,,,TRUE,1:22:23,P13
647,profile,"distribution shape [shape, skew, kurtosis]",Not a lot of the passengers will be VIPs.,distribution (categorical),FALSE,VARIABLE,s294hoei,Space,Interactive,"combined_profile_with_wrong_columns_s294hoeispace, ",1:22:45,1:22:45,,,,TRUE,1:22:45,P13
648,profile,"distribution shape [shape, skew, kurtosis]",did not spend a lot of money on room service or the food court or the shopping mall. So these all have logarithmic distributions.,distribution (categorical),FALSE,VARIABLE,s294hoei,Space,Interactive,"combined_profile_with_wrong_columns_s294hoeispace, ",1:22:55,1:22:55,,,TRUE,TRUE,1:22:55,P13
649,profile,"distribution shape [shape, skew, kurtosis]","we saw with survival that it's  it's a it's bimodal. It's like Some survival means binary, variable. But there's like an equal distribution of people who survive and don't",distribution (categorical),FALSE,VARIABLE,s294hoei,Space,Interactive,"combined_profile_with_wrong_columns_s294hoeispace, ",1:23:07,1:23:07,,,,TRUE,1:23:07,P13
650,profile,"distribution shape [shape, skew, kurtosis]"," I'm curious why, there's so many cabins. What is happening in cabin.",distribution (categorical),FALSE,VARIABLE,s294hoei,Space,Interactive,"combined_profile_with_wrong_columns_s294hoeispace, ",1:23:10,1:23:10,,,,TRUE,1:23:10,P13
651,profile,"distribution shape [shape, skew, kurtosis]",And there's some young people.,distribution  (continuous),FALSE,VARIABLE,s294hoei,Space,Interactive,"combined_profile_with_wrong_columns_s294hoeispace, ",1:24:01,1:24:01,,,,TRUE,1:24:01,P13
652,profile,plan of action,I want to do and see how all of this changes based on age,,FALSE,ANALYSIS PROCESS,s294hoei,Space,Interactive,"combined_profile_with_wrong_columns_s294hoeispace, ",1:24:20,1:24:20,,,,TRUE,1:24:20,P13
653,Multi-view Chart,relationship strength and/or direction,"Let's see where people under 20 will go. Seems like most of these, follow the underlying distribution.",relationship (categorical X continuous),TRUE,RELATIONSHIP,s294hoei,Space,Interactive,"highlight_effect_barplot_s294hoeispace, ",1:31:01,1:31:01,,,TRUE,TRUE,1:31:01,P13
654,Multi-view Chart,relationship strength and/or direction,"let's see who survived, okay pretty comparable.",relationship (categorical X continuous),TRUE,RELATIONSHIP,s294hoei,Space,Interactive,"highlight_effect_barplot_s294hoeispace, ",1:31:08,1:31:08,,,,TRUE,1:31:08,P13
655,Multi-view Chart,relationship strength and/or direction,Let's see if the people who spend money on room service also spend money on other things.,relationship (continuous X continuous),TRUE,RELATIONSHIP,s294hoei,Space,Interactive,"highlight_effect_barplot_s294hoeispace, ",1:32:21,1:32:21,,,,TRUE,1:32:21,P13
656,Multi-view Chart,relationship strength and/or direction,"Oh, I guess it's like people who are not spending on room service are not spending on other things, too",relationship (continuous X continuous),FALSE,RELATIONSHIP,s294hoei,Space,Interactive,"highlight_effect_barplot_s294hoeispace, space_titanic_corr_heatmap_s294hoeispace, ",1:33:05,1:33:05,,,,TRUE,1:33:05,P13
657,heatmap,relationship strength and/or direction,"So if you spent money on the Food Court, did you also spend money on the VR thing. If you spend money on the spa, you just spend money on the VR deck and it does seem like there are correlations here.",relationship (continuous X continuous),FALSE,RELATIONSHIP,s294hoei,Space,Interactive,"space_titanic_corr_heatmap_s294hoeispace, ",1:34:59,1:34:59,,,TRUE,FALSE,1:34:59,P13
658,heatmap,relationship strength and/or direction,I think correlation is that they're all 0.,relationship (continuous X continuous),FALSE,RELATIONSHIP,s294hoei,Space,Interactive,"space_titanic_corr_heatmap_s294hoeispace, ",1:35:23,1:35:23,,,TRUE,FALSE,1:35:23,P13
659,Multi-view Chart,relationship strength and/or direction,"You can see if the  if vips are older, but there's so few of them.",relationship (categorical X continuous),TRUE,RELATIONSHIP,s294hoei,Space,Interactive,"highlight_effect_barplot_s294hoeispace, ",1:36:10,1:36:10,,,,TRUE,1:36:10,P13
660,dataframe,plan of action,I could maybe do some data wrangling and figure out if there were cabins –And they're not going to be a lot of maybe there are – cabins with multiple people. Doesn't seem that they're going to be a lot of them. But just let me see if if they're if they're different,,FALSE,ANALYSIS PROCESS,s294hoei,Space,Interactive,"space_titanic_head_third_s294hoeispace, ",1:37:34,1:37:34,,,,FALSE,1:37:34,P13
662,heatmap,relationship strength and/or direction,maybe people who stayed inside their rooms survived. [hovering over the survived and Roomservice columns],relationship (categorical X continuous),FALSE,RELATIONSHIP,s294hoei,Space,Interactive,"space_titanic_corr_heatmap_s294hoeispace, ",1:38:56,1:38:56,TRUE,,,FALSE,1:38:56,P13
663,Multi-view Chart,representation comment,"I don't seek out brushing often in my own data analysis, because it can track underlying distributions. And then and it sort of my understanding here is that it's sort of just in terms of how it's it's stacking up. It seems to be tracking underline distribution.",,TRUE,ANALYSIS PROCESS,s294hoei,Space,Interactive,"roomservice_highlight_count_repeated_s294hoeispace, ",1:39:25,1:39:25,,,,TRUE,1:39:25,P13
664,Multi-view Chart,representation comment,"some of the some of the data points on the edges are very small. We don't have a lot of observations there. What I'm saying is maybe because, you know, there aren't many observations there, but if if it was  I don't know, maybe if I could just see that distribution instead of that in comparison to the underlying distribution. Maybe there was other, maybe there would. There'd be other insights.",distribution  (continuous),TRUE,ANALYSIS PROCESS,s294hoei,Space,Interactive,"roomservice_highlight_count_repeated_s294hoeispace, ",1:42:46,1:42:46,,,,TRUE,1:42:46,P13
2086,data_dictionary_describe,variable metadata,"Oh, how much money the passenger used on a variety of things which i'm guessing is probably it might be correlated with VIP,",relationship (categorical X continuous),FALSE,DATASET,j2719eertu2,Space,Static,"dataframe_describe_j2719eertu2space, data_dictionary, ",23:03,0:23:03,,,,FALSE,23:03,P5
2097,double-profiler,"distribution shape [shape, skew, kurtosis]","the vip it's hard to say, because there's just so many that we're not vip so later it might kind of print out
the actual counts just to check that.",distribution (categorical),FALSE,VARIABLE,j2719eertu2,Space,Static,"double_profile_survivors_nonSurvivors_j2719eertu2space, ",30:04:00,0:30:04,,,,FALSE,30:04:00,P5
2100,pairplot,plan of action,"I may want to do a transformation on these. They they don't necessarily seem like correlated, but so many of them are so close to 0 that it's just like hard to tell. ",distribution  (continuous),FALSE,ANALYSIS PROCESS,j2719eertu2,Space,Static,"pairplot_uppercaseColumns_j2719eertu2space, ",35:10:00,0:35:10,,,TRUE,FALSE,35:10:00,P5
2140,Multi-view Chart,data provenance,"Oh, wow, okay. So
there's a lot more happiness scores as the years go on, and I kind of can't see all of them on that.
I guess the 2,005 they didn't measure happiness score for all the countries
",,TRUE,DATASET,j2719eertu2,Happiness,Interactive,"yearFilter_freedom_happiness_profile_barplot_combo_wider_j2719eertu2happiness, ",1:34:00,1:34:00,TRUE,,,TRUE,1:34:00,P5
2143,Multi-view Chart,missing data,"so 2,005, there's fewer countries is measuring their happiness for so it kind of looks like the
like mean happiness. Score is higher, but it might just be that
the countries with the lower happiness just weren't measured that year.",relationship (continuous X continuous),TRUE,DATASET,j2719eertu2,Happiness,Interactive,"yearFilter_freedom_happiness_profile_barplot_combo_wider_j2719eertu2happiness, ",1:35:29,1:35:29,,,,TRUE,1:35:29,P5
2146,Multi-view Chart,plan of action,"So let me change the scatter plot to back to the log.
GDPpercapita
so that relationship stays pretty
constant.",relationship (continuous X continuous),TRUE,ANALYSIS PROCESS,j2719eertu2,Happiness,Interactive,"yearFilter_logGDP_happiness_profile_barplot_combo_j2719eertu2happiness, ",1:36:27,1:36:27,,,,TRUE,1:36:27,P5
