,All representations,,,,Condition,,Data Type,Didn't use interaction,,,,,,,Insight Description,Justification,,,Notebook,,,,,PID,,Python Used,,,,,,Timestamp,,,Utterance,Was Interaction Used,Was Recapped,Was Vis used,group,interaction_used,,,Data Type,UtteranceType,highlevel,Was Interaction Used_content,Was Vis used_content,Python Used_content,Other representation_content,joined,output_types,combined_content
790,"barplot_survived_cryosleep_li832lin23space,",,,,Static,,distribution (categorical),,,,,,,,,,,,Space,,,,,li832lin23,,,,,,,,00:32:59,,,"I think maybe the VIP people survive a little more. It's hard to say, given the proportional difference.
",,,barplot_survived_cryosleep_li832lin23space,barplot,FALSE,,,distribution (categorical),representation comment,ANALYSIS PROCESS,,"alx.barplot(df,x='survived:N',y='count()',color='survived:N',column='CryoSleep')",,,barplot_survived_cryosleep_li832lin23space,visualization," alx.barplot(df,x='survived:N',y='count()',color='survived:N',column='CryoSleep')  "
801,,,,,Interactive,,relationship (continuous X continuous),,,,,,,,,,,,happiness,,,,,li832lin23,,,,,,,,01:06:14,,,"I will just do a bunch of variable set of plots with happiness against the other variables, and then, when I want to break it out, I will, By country which is the only available form of categorization.",,,,none,FALSE,,,relationship (continuous X continuous),representation comment,ANALYSIS PROCESS,,,,,,,   
808,"tooltip_brush_jointplot_happ_lifeExp3_li832lin23happiness,",,,,Interactive,,relationship (continuous X continuous),Didn't use interaction,,,,,,,"Not an observation, strategy",,,,happiness,,,,,li832lin23,,,,,,,,01:09:56,,,I don't know why I put the interaction into there actually. I think it's just so I can look at outliers. ,tooltip_brush_jointplot_happ_lifeExp3_li832lin23happiness,,,scatterplot,FALSE,,,relationship (continuous X continuous),outlier (relationship),RELATIONSHIP,"alx.highlight_brush() + alx.tooltip_hover() + alx.jointplot(df,x='happinessScore',y='lifeExpectancy')",,,,tooltip_brush_jointplot_happ_lifeExp3_li832lin23happiness,visualization,"alx.highlight_brush() + alx.tooltip_hover() + alx.jointplot(df,x='happinessScore',y='lifeExpectancy')   "
822,"tooltip_brush_barplot_avg_happiness_profile8_li832lin23happiness,",,,,Interactive,,relationship (continuous X continuous),"used tooltip, but not sure",,,,,,,,,,,happiness,,,,,li832lin23,,,,,,,,01:21:43,,,"I'm looking at this by country, and I can't see anything. ",tooltip_brush_barplot_avg_happiness_profile8_li832lin23happiness,,,Multi-view Chart,FALSE,,,relationship (continuous X continuous),representation comment,ANALYSIS PROCESS,"profile = alx.profile(df)
 barplot = alx.barplot(df,x='country',y='average(happinessScore)',sort='-y',width=1500) # sort descending by the height of the bars
 alx.highlight_brush() + alx.tooltip_hover() + (profile & barplot)",,,,tooltip_brush_barplot_avg_happiness_profile8_li832lin23happiness,visualization,"profile = alx.profile(df)
 barplot = alx.barplot(df,x='country',y='average(happinessScore)',sort='-y',width=1500) # sort descending by the height of the bars
 alx.highlight_brush() + alx.tooltip_hover() + (profile & barplot)"
823,"tooltip_brush_barplot_avg_happiness_profile8_li832lin23happiness,",,,,Interactive,,,,,,,,,,,,,,happiness,,,,,li832lin23,,,,,,,,1:21:47,,,"If I had a real thing, I would probably do by regions",tooltip_brush_barplot_avg_happiness_profile8_li832lin23happiness,,,Multi-view Chart,TRUE,,,,representation comment,ANALYSIS PROCESS,"profile = alx.profile(df)
 barplot = alx.barplot(df,x='country',y='average(happinessScore)',sort='-y',width=1500) # sort descending by the height of the bars
 alx.highlight_brush() + alx.tooltip_hover() + (profile & barplot)",,,,tooltip_brush_barplot_avg_happiness_profile8_li832lin23happiness,visualization,"profile = alx.profile(df)
 barplot = alx.barplot(df,x='country',y='average(happinessScore)',sort='-y',width=1500) # sort descending by the height of the bars
 alx.highlight_brush() + alx.tooltip_hover() + (profile & barplot)"
840,"display_df_bjs827ee1uspace,",,,,Interactive,,relationship (categorical X categorical),,,,,,,,,,,,space,,,,,bjs827ee1u,,display_df_bjs827ee1uspace,,,,,,1:17:12,,,"I think I will start with the with the scatterplot and I will compare, just randomly, the home planet with the cryo-sleep. I guess it won't work because it's a boolean thing. But oh, okay. Actually, it works.",,,,dataframe,FALSE,,,relationship (categorical X categorical),representation comment,ANALYSIS PROCESS,,,df,,display_df_bjs827ee1uspace,dataframe,  df 
842,"Age_CryoSleep_scatterplot_bjs827ee1uspace,",,,,Interactive,,,,,,,,,,,,,,space,,,,,bjs827ee1u,,,,,,,,01:18:08,,,there is actually a third option which I don't understand true false and whatever.,Age_CryoSleep_scatterplot_bjs827ee1uspace,,,scatterplot,TRUE,,,,representation comment,ANALYSIS PROCESS,"alx.filter_brush()+alx.scatterplot(df,x='Age',y='CryoSleep')",,,,Age_CryoSleep_scatterplot_bjs827ee1uspace,visualization,"alx.filter_brush()+alx.scatterplot(df,x='Age',y='CryoSleep')   "
846,"count_survived_bjs827ee1uspace,",,,,Interactive,,relationship (categorical X categorical),,,,,,,,unclear that this mistake was really internalized. Could have been caused by assuming only 1's were counted or 0's were not.,,,,space,,,,,bjs827ee1u,,count_survived_bjs827ee1uspace,,,,,,1:26:51,,,"Okay, now I want to see who survived who are VIPs.",,,,none,FALSE,,,relationship (categorical X categorical),plan of action,ANALYSIS PROCESS,,,df.survived.count(),,count_survived_bjs827ee1uspace,other,  df.survived.count() 
853,"display_dataframe3r2sh20ei,",,,,Interactive,,,,,,,,,,,,,,Space,,,,,3r2sh20ei,,display_dataframe3r2sh20ei,,,,,,01:08:19,,,Data frame. Got a bunch of columns. Don't know what they mean.,,,,none,FALSE,,,,representation comment,ANALYSIS PROCESS,,,,,display_dataframe3r2sh20ei,,   
866,"profile_dataframe_3r2sh20eispace,",,,,Interactive,,distribution (categorical),,,,,,,,,,,,Space,,,,,3r2sh20ei,,,,,,,,01:11:03,,,So we have 4 – No – 3 different home planets and nulls.,,,profile_dataframe_3r2sh20eispace,profile,FALSE,,,distribution (categorical),missing data,DATASET,,"columns = df.columns
 alx.profile(df,vars=columns)",,,profile_dataframe_3r2sh20eispace,visualization," columns = df.columns
 alx.profile(df,vars=columns)  "
867,"profile_dataframe_3r2sh20eispace,",,,,Interactive,,,,,,,,,,,,,,Space,,,,,3r2sh20ei,,,,,,,,01:11:18,,,"Oh, there's some that say null rather than Nan's",,,profile_dataframe_3r2sh20eispace,profile,FALSE,,,,representation comment,ANALYSIS PROCESS,,"columns = df.columns
 alx.profile(df,vars=columns)",,,profile_dataframe_3r2sh20eispace,visualization," columns = df.columns
 alx.profile(df,vars=columns)  "
875,"profile_dataframe_3r2sh20eispace, vip_value_counts_3r2sh20eispace, null_rows_dataframe_3r2sh20eispace,",,,,Interactive,,,,,,,,,,,,,,Space,,,,,3r2sh20ei,,"vip_value_counts_3r2sh20eispace, null_rows_dataframe_3r2sh20eispace",,,,,,01:14:57,,,"Okay, this makes sense. So all of these NaN's are nulls on the above correct",,,profile_dataframe_3r2sh20eispace,dataframe_profile,FALSE,,,,representation comment,ANALYSIS PROCESS,,"columns = df.columns
 alx.profile(df,vars=columns)",df.VIP.value_counts() df[df.isnull().any(axis=1)],,"profile_dataframe_3r2sh20eispace, vip_value_counts_3r2sh20eispace, null_rows_dataframe_3r2sh20eispace","visualization, other, dataframe","columns = df.columns
 alx.profile(df,vars=columns) df.VIP.value_counts() df[df.isnull().any(axis=1)]"
876,"profile_dataframe_3r2sh20eispace,",,,,Interactive,,,,,,,,,,Note: not a data utterance,,,,Space,,,,,3r2sh20ei,,,,,,,,1:15:13,,,[Talking about the profiler showing nulls] It was helpful if they show up. Most obscure it. So I'm glad they're at least displayed.,,,profile_dataframe_3r2sh20eispace,profile,FALSE,,,,representation comment,ANALYSIS PROCESS,,"columns = df.columns
 alx.profile(df,vars=columns)",,,profile_dataframe_3r2sh20eispace,visualization," columns = df.columns
 alx.profile(df,vars=columns)  "
881,"profile_survived-2_3r2sh20eispace, profile_deceased_3r2sh20eispace,",,,,Interactive,,relationship (categorical X continuous),,,,,,,,Seemed incorrect (noted in talk aloud),Distribution range (but looking ultimately at the relationship ie the change in range),,,Space,,,,,3r2sh20ei,,,,,,,,1:31:58,,,"They [hovering over survived profiler in double profiler] spent significantly more seems plausible. Given the x-axis– which is, by the way, a bad way to do this– the people who survived seems like the richest people.",,,"profile_survived-2_3r2sh20eispace, profile_deceased_3r2sh20eispace",double-profiler,FALSE,,,relationship (categorical X continuous),relationship strength and/or direction,RELATIONSHIP,,"survived = df[df.survived > 0]
 alx.profile(survived) deceased = df[df.survived == 0]
 alx.profile(deceased)",,,"profile_survived-2_3r2sh20eispace, profile_deceased_3r2sh20eispace","visualization, other","survived = df[df.survived > 0]
 alx.profile(survived) deceased = df[df.survived == 0]
 alx.profile(deceased)"
882,"profile_survived-2_3r2sh20eispace, profile_deceased_3r2sh20eispace,",,,,Interactive,,relationship (categorical X continuous),,,,,,,,,Distribution range (but looking ultimately at the relationship ie the change in range),,,Space,,,,,3r2sh20ei,,,,,,,,1:32:14,,,"We're still in that data set because the X-axis difference between room service. although for court that's not the same. Those deceased there are some higher values, shopping malls and higher values down there. So that idea is doesn't buy out looking ",,,"profile_survived-2_3r2sh20eispace, profile_deceased_3r2sh20eispace",double-profiler,FALSE,,,relationship (categorical X continuous),relationship strength and/or direction,RELATIONSHIP,,"survived = df[df.survived > 0]
 alx.profile(survived) deceased = df[df.survived == 0]
 alx.profile(deceased)",,,"profile_survived-2_3r2sh20eispace, profile_deceased_3r2sh20eispace","visualization, other","survived = df[df.survived > 0]
 alx.profile(survived) deceased = df[df.survived == 0]
 alx.profile(deceased)"
883,"profile_survived-2_3r2sh20eispace, profile_deceased_3r2sh20eispace,",,,,Interactive,,relationship (categorical X categorical),,,,,,,,,,,,Space,,,,,3r2sh20ei,,,,,,,,1:32:24,,,"so I don't know what the Y-axis is here, if it's the same between top and bottom, but the relative distribution most people from Earth. But we had a lot of people from Europa who died relatively more.",,,"profile_survived-2_3r2sh20eispace, profile_deceased_3r2sh20eispace",double-profiler,FALSE,,,relationship (categorical X categorical),relationship strength and/or direction,RELATIONSHIP,,"survived = df[df.survived > 0]
 alx.profile(survived) deceased = df[df.survived == 0]
 alx.profile(deceased)",,,"profile_survived-2_3r2sh20eispace, profile_deceased_3r2sh20eispace","visualization, other","survived = df[df.survived > 0]
 alx.profile(survived) deceased = df[df.survived == 0]
 alx.profile(deceased)"
887,"VIP_Cryosleep_sizeCount_scatter_big_7382kwtuespace, cryosleep_value_counts_2_7382kwtuespace,",,,,Static,,,,,,,,,,,,,,Space,,,,,7382kwtue,,cryosleep_value_counts_2_7382kwtuespace,,,,,,00:19:30,,,"I wonder why, there aren't these null values? If doesn't seem to have a mapping for [refering to the pandas output of cryosleep_value_counts_2_7382kwtuespace]. 

Oh it It seems like they're in there there. Okay.",,,VIP_Cryosleep_sizeCount_scatter_big_7382kwtuespace,scatterplot,FALSE,,,,representation comment,ANALYSIS PROCESS,,"alx.scatterplot(df,x='VIP',y='CryoSleep',size = 'count()').properties(height = 400,width = 400)",df.CryoSleep.value_counts(),,"VIP_Cryosleep_sizeCount_scatter_big_7382kwtuespace, cryosleep_value_counts_2_7382kwtuespace","visualization, other","alx.scatterplot(df,x='VIP',y='CryoSleep',size = 'count()').properties(height = 400,width = 400) df.CryoSleep.value_counts()"
902,,,,,Static,,relationship (categorical X continuous),,,,,,,,,,,,Space,,,,,7382kwtue,,,,,,,,36:26,,,"Now, I really quickly wanna check a little bit more about that higher rate of young people not surviving.",,,,none,FALSE,,,relationship (categorical X continuous),relationship existence / non-existence,RELATIONSHIP,,,,,,,   
910,"corruption_confidence_hover_pan_zoom_color_freedomQ_separate_encoding_scatter_bigger_7382kwtuehappiness,",,,,Interactive,,"relationship (multivariate)
","Used tooltip, but likely got the information from the color encoding. ",,,,,,,,,,,Happiness,,,,,7382kwtue,,,,,,,,1:09:07,,,Seems like there's an interesting mix there. But I don't know if that's the determining factor. [freedom and the relationship between highly corruption and highly confident in government entities].,corruption_confidence_hover_pan_zoom_color_freedomQ_separate_encoding_scatter_bigger_7382kwtuehappiness,,,scatterplot,FALSE,,,"relationship (multivariate)
",relationship cluster(s)/subgroup/ unexpected,RELATIONSHIP,"alx.tooltip_hover() + alx.pan_zoom() + alx.scatterplot(df,x='corruption',y='confidenceInGovernment',
  # color = 'freedom:Q',
  height = 600,width = 600,
  ).encode(color = 'freedom:Q')",,,,corruption_confidence_hover_pan_zoom_color_freedomQ_separate_encoding_scatter_bigger_7382kwtuehappiness,visualization,"alx.tooltip_hover() + alx.pan_zoom() + alx.scatterplot(df,x='corruption',y='confidenceInGovernment',
  # color = 'freedom:Q',
  height = 600,width = 600,
  ).encode(color = 'freedom:Q')"
911,"corruption_confidence_hover_pan_zoom_color_generosityQ_separate_encoding_scatter_7382kwtuehappiness,",,,,Interactive,,"relationship (multivariate)
","Used tooltip, but likely got the information from the color encoding. ",,,,,,,,,,,Happiness,,,,,7382kwtue,,,,,,,,01:09:15,,,I need to see if generosity correlated with corruption. Actually might like a little bit. What else do we have that might be a factor?,corruption_confidence_hover_pan_zoom_color_generosityQ_separate_encoding_scatter_7382kwtuehappiness,,,scatterplot,FALSE,,,"relationship (multivariate)
",relationship cluster(s)/subgroup/ unexpected,RELATIONSHIP,"alx.tooltip_hover() + alx.pan_zoom() + alx.scatterplot(df,x='corruption',y='confidenceInGovernment',
  # color = 'freedom:Q',
  height = 600,width = 600,
  ).encode(color = 'generosity:Q')",,,,corruption_confidence_hover_pan_zoom_color_generosityQ_separate_encoding_scatter_7382kwtuehappiness,visualization,"alx.tooltip_hover() + alx.pan_zoom() + alx.scatterplot(df,x='corruption',y='confidenceInGovernment',
  # color = 'freedom:Q',
  height = 600,width = 600,
  ).encode(color = 'generosity:Q')"
912,"corruption_confidence_hover_pan_zoom_color_positive_affectQ_separate_encoding_scatter_2_7382kwtuehappiness,",,,,Interactive,,"relationship (multivariate)
","Used tooltip, but likely got the information from the color encoding. ",,,,,,,,,,,Happiness,,,,,7382kwtue,,,,,,,,1:09:55,,,"actually, let me see if positive effect correlates generally with how correct do you think?",corruption_confidence_hover_pan_zoom_color_positive_affectQ_separate_encoding_scatter_2_7382kwtuehappiness,,,scatterplot,FALSE,,,"relationship (multivariate)
",relationship cluster(s)/subgroup/ unexpected,RELATIONSHIP,"alx.tooltip_hover() + alx.pan_zoom() + alx.scatterplot(df,x='corruption',y='confidenceInGovernment',
  # color = 'freedom:Q',
  height = 600,width = 600,
  ).encode(color = 'positiveAffect:Q')",,,,corruption_confidence_hover_pan_zoom_color_positive_affectQ_separate_encoding_scatter_2_7382kwtuehappiness,visualization,"alx.tooltip_hover() + alx.pan_zoom() + alx.scatterplot(df,x='corruption',y='confidenceInGovernment',
  # color = 'freedom:Q',
  height = 600,width = 600,
  ).encode(color = 'positiveAffect:Q')"
913,"corruption_confidence_hover_pan_zoom_color_positive_affectQ_separate_encoding_scatter_3_7382kwtuehappiness,",,,,Interactive,,"relationship (multivariate)
","Used tooltip, but likely got the information from the x and y encoding and correlation",,,,,,,,,,,Happiness,,,,,7382kwtue,,,,,,,,1:10:11,,,And confidence in government is higher? Well. seems like that doesn't really correlate.,corruption_confidence_hover_pan_zoom_color_positive_affectQ_separate_encoding_scatter_3_7382kwtuehappiness,,,scatterplot,FALSE,,,"relationship (multivariate)
",relationship cluster(s)/subgroup/ unexpected,RELATIONSHIP,"alx.tooltip_hover() + alx.pan_zoom() + alx.scatterplot(df,x='positiveAffect',y='confidenceInGovernment',
  # color = 'freedom:Q',
  height = 600,width = 600,
  ).encode(color = 'positiveAffect:Q')",,,,corruption_confidence_hover_pan_zoom_color_positive_affectQ_separate_encoding_scatter_3_7382kwtuehappiness,visualization,"alx.tooltip_hover() + alx.pan_zoom() + alx.scatterplot(df,x='positiveAffect',y='confidenceInGovernment',
  # color = 'freedom:Q',
  height = 600,width = 600,
  ).encode(color = 'positiveAffect:Q')"
914,"positiveAffect_corruption_hover_pan_zoom_encode_scatter_7382kwtuehappiness,",,,,Interactive,,relationship (continuous X continuous),"Used tooltip and zoom, but likely got the information just from x and y variables",,,,,,,,,,,Happiness,,,,,7382kwtue,,,,,,,,1:10:43,,,That's a weird dispersion [gestures to cluster with a low corruption and high positive affect that is distinct from the general trend],positiveAffect_corruption_hover_pan_zoom_encode_scatter_7382kwtuehappiness,,,scatterplot,FALSE,,,relationship (continuous X continuous),relationship cluster(s)/subgroup/ unexpected,RELATIONSHIP,"alx.tooltip_hover() + alx.pan_zoom() + alx.scatterplot(df,x='positiveAffect',y='corruption',
  # color = 'freedom:Q',
  height = 600,width = 600,
  ).encode(color = 'positiveAffect:Q')",,,,positiveAffect_corruption_hover_pan_zoom_encode_scatter_7382kwtuehappiness,visualization,"alx.tooltip_hover() + alx.pan_zoom() + alx.scatterplot(df,x='positiveAffect',y='corruption',
  # color = 'freedom:Q',
  height = 600,width = 600,
  ).encode(color = 'positiveAffect:Q')"
915,"positiveAffect_corruption_hover_pan_zoom_encode_color_alt_logGDP_scatter_7382kwtuehappiness,",,,,Interactive,,"relationship (multivariate)
",,,,,,,,,"multivariate as it specifically mentions ""other variable""",,,Happiness,,,,,7382kwtue,,,,,,,,1:12:54,,,"It seems like positive affect and corruption have sort of an odd relationship. It seems like most people in the data have a higher estimation of the corruption in their country. People who have a largely positive aspect to have a low estimation of of of corruption in their country. But there are these like 2 sort of separate lobes for people who have positive affect. So i'm trying to see what accounts for the difference between both of people down here and close to people up here. I was wondering if it's just a factor of like. The people down here are positive, but also enjoy like better Gdp than the people up here.",positiveAffect_corruption_hover_pan_zoom_encode_color_alt_logGDP_scatter_7382kwtuehappiness,,,scatterplot,TRUE,,,"relationship (multivariate)
",relationship strength and/or direction,RELATIONSHIP,"import altair as alt
 alx.tooltip_hover() + alx.pan_zoom() + alx.scatterplot(df,x='positiveAffect',y='corruption',
  # color = 'freedom:Q',
  height = 600,width = 600,
  )
 # .encode(size = alt.Size('logGDPPerCapita:Q',
 # # scale = alt.Scale(range = [1,10])
  
 #  ))",,,,positiveAffect_corruption_hover_pan_zoom_encode_color_alt_logGDP_scatter_7382kwtuehappiness,visualization,"import altair as alt
 alx.tooltip_hover() + alx.pan_zoom() + alx.scatterplot(df,x='positiveAffect',y='corruption',
  # color = 'freedom:Q',
  height = 600,width = 600,
  )
 # .encode(size = alt.Size('logGDPPerCapita:Q',
 # # scale = alt.Scale(range = [1,10])
  
 #  ))"
916,"positiveAffect_corruption_hover_pan_zoom_encode_color_alt_logGDP_scatter_3_7382kwtuehappiness,",,,,Interactive,,"relationship (multivariate)
",,,,,,,,,,,,Happiness,,,,,7382kwtue,,,,,,,,1:14:48,,,"it seems like there is some GDP correlation, but like this dark blue versus this light blue, is not telling me as much as I would like.",positiveAffect_corruption_hover_pan_zoom_encode_color_alt_logGDP_scatter_3_7382kwtuehappiness,,,scatterplot,TRUE,,,"relationship (multivariate)
",representation comment,ANALYSIS PROCESS,"import altair as alt
 alx.tooltip_hover() + alx.pan_zoom() + alx.scatterplot(df,x='positiveAffect',y='corruption',
  # color = 'freedom:Q',
  height = 600,width = 600,
  ).encode(color = alt.Color('logGDPPerCapita:Q',
  # scale = alt.Scale(scheme = 'red')
  
  ))",,,,positiveAffect_corruption_hover_pan_zoom_encode_color_alt_logGDP_scatter_3_7382kwtuehappiness,visualization,"import altair as alt
 alx.tooltip_hover() + alx.pan_zoom() + alx.scatterplot(df,x='positiveAffect',y='corruption',
  # color = 'freedom:Q',
  height = 600,width = 600,
  ).encode(color = alt.Color('logGDPPerCapita:Q',
  # scale = alt.Scale(scheme = 'red')
  
  ))"
917,"positiveAffect_corruption_hover_pan_zoom_encode_color_alt_logGDP_scatter_3_7382kwtuehappiness,",,,,Interactive,,"relationship (multivariate)
",,,,,,,,When response to Dylan asking about how the tooltip was being used.,,,,Happiness,,,,,7382kwtue,,,,,,,,1:15:16,,,"I am just as a way of eliminating like what the most significant, like tertiary variable might be",positiveAffect_corruption_hover_pan_zoom_encode_color_alt_logGDP_scatter_3_7382kwtuehappiness,,,scatterplot,TRUE,,,"relationship (multivariate)
",relationship existence / non-existence,RELATIONSHIP,"import altair as alt
 alx.tooltip_hover() + alx.pan_zoom() + alx.scatterplot(df,x='positiveAffect',y='corruption',
  # color = 'freedom:Q',
  height = 600,width = 600,
  ).encode(color = alt.Color('logGDPPerCapita:Q',
  # scale = alt.Scale(scheme = 'red')
  
  ))",,,,positiveAffect_corruption_hover_pan_zoom_encode_color_alt_logGDP_scatter_3_7382kwtuehappiness,visualization,"import altair as alt
 alx.tooltip_hover() + alx.pan_zoom() + alx.scatterplot(df,x='positiveAffect',y='corruption',
  # color = 'freedom:Q',
  height = 600,width = 600,
  ).encode(color = alt.Color('logGDPPerCapita:Q',
  # scale = alt.Scale(scheme = 'red')
  
  ))"
918,"positiveAffect_corruption_hover_pan_zoom_encode_color_alt_logGDP_scatter_3_7382kwtuehappiness,",,,,Interactive,,"relationship (multivariate)
",,,,,,,,,,,,Happiness,,,,,7382kwtue,,,,,,,,1:17:45,,,Hmm. Maybe the easiest thing to do here is year?,positiveAffect_corruption_hover_pan_zoom_encode_color_alt_logGDP_scatter_3_7382kwtuehappiness,,,scatterplot,TRUE,,,"relationship (multivariate)
",plan of action,ANALYSIS PROCESS,"import altair as alt
 alx.tooltip_hover() + alx.pan_zoom() + alx.scatterplot(df,x='positiveAffect',y='corruption',
  # color = 'freedom:Q',
  height = 600,width = 600,
  ).encode(color = alt.Color('logGDPPerCapita:Q',
  # scale = alt.Scale(scheme = 'red')
  
  ))",,,,positiveAffect_corruption_hover_pan_zoom_encode_color_alt_logGDP_scatter_3_7382kwtuehappiness,visualization,"import altair as alt
 alx.tooltip_hover() + alx.pan_zoom() + alx.scatterplot(df,x='positiveAffect',y='corruption',
  # color = 'freedom:Q',
  height = 600,width = 600,
  ).encode(color = alt.Color('logGDPPerCapita:Q',
  # scale = alt.Scale(scheme = 'red')
  
  ))"
919,"affect_corruption_brush_7382kwtuehappiness, country_count_plot_7382kwtuehappiness,",,,,Interactive,,"relationship (multivariate)
",,,,,,,,,,,,Happiness,,,,,7382kwtue,,,,,,,,1:20:53,,,"so positive effect and low corruption: Denmark, Sweden, New Zealand, Finland. Some like those countries seem to have interesting relationship. as do Canada, Netherlands.",affect_corruption_brush_7382kwtuehappiness,,country_count_plot_7382kwtuehappiness,Multi-view Chart,TRUE,,,"relationship (multivariate)
",relationship strength and/or direction,RELATIONSHIP,"import altair as alt
 # alx.filter_slider(field='year') + 
 alx.filter_brush() + alx.scatterplot(df,x='positiveAffect',y='corruption',
  # color = 'freedom:Q',
  height = 600,width = 600,
  ).encode(color = alt.Color('country:N',
  # scale = alt.Scale(scheme = 'red')
  
  ))","alx.countplot(temp_df,x = 'country',height = 400,width = 400)",,,"affect_corruption_brush_7382kwtuehappiness, country_count_plot_7382kwtuehappiness","visualization, visualization","import altair as alt
 # alx.filter_slider(field='year') + 
 alx.filter_brush() + alx.scatterplot(df,x='positiveAffect',y='corruption',
  # color = 'freedom:Q',
  height = 600,width = 600,
  ).encode(color = alt.Color('country:N',
  # scale = alt.Scale(scheme = 'red')
  
  )) alx.countplot(temp_df,x = 'country',height = 400,width = 400)"
920,"affect_corruption_brush_7382kwtuehappiness, country_count_plot_7382kwtuehappiness,",,,,Interactive,,"relationship (multivariate)
",,,,,,,,,,,,Happiness,,,,,7382kwtue,,,,,,,,1:21:19,,,Rwanda is interesting.,affect_corruption_brush_7382kwtuehappiness,,country_count_plot_7382kwtuehappiness,Multi-view Chart,TRUE,,,"relationship (multivariate)
",relationship cluster(s)/subgroup/ unexpected,RELATIONSHIP,"import altair as alt
 # alx.filter_slider(field='year') + 
 alx.filter_brush() + alx.scatterplot(df,x='positiveAffect',y='corruption',
  # color = 'freedom:Q',
  height = 600,width = 600,
  ).encode(color = alt.Color('country:N',
  # scale = alt.Scale(scheme = 'red')
  
  ))","alx.countplot(temp_df,x = 'country',height = 400,width = 400)",,,"affect_corruption_brush_7382kwtuehappiness, country_count_plot_7382kwtuehappiness","visualization, visualization","import altair as alt
 # alx.filter_slider(field='year') + 
 alx.filter_brush() + alx.scatterplot(df,x='positiveAffect',y='corruption',
  # color = 'freedom:Q',
  height = 600,width = 600,
  ).encode(color = alt.Color('country:N',
  # scale = alt.Scale(scheme = 'red')
  
  )) alx.countplot(temp_df,x = 'country',height = 400,width = 400)"
924,,,,,Interactive,,"relationship (multivariate)
",,,,,,,,,,,,Happiness,,,,,7382kwtue,,,,,,,,1:26:40,,,"So now i'm trying to see if there's a relationship over time for positive effect of the country, or if that's something that just like we made static.",,,,none,FALSE,,,"relationship (multivariate)
",plan of action,ANALYSIS PROCESS,,,,,,,   
932,"pairplot_df_4728sjuizhappiness,",,,,Static,,relationship (continuous X continuous),,,,,,,,,,,,Happiness,,,,,4728sjuiz,,,,,,,,28:01,,,"I mean, that's not totally true. because so, for example, we can see that some of these variables have pretty strong correlation so like this is, I would imagine, a a very strong correlation. So this is a correlation between happiness and logGDP.",,,pairplot_df_4728sjuizhappiness,pairplot,FALSE,,,relationship (continuous X continuous),representation comment,ANALYSIS PROCESS,,alx.pairplot(df),,,pairplot_df_4728sjuizhappiness,visualization, alx.pairplot(df)  
939,"pairplot_df_4728sjuizhappiness,",,,,Static,,relationship (continuous X continuous),,,,,,,,,,,,Happiness,,,,,4728sjuiz,,,,,,,,30:23,,,if there's a just a clean correlation that's linear then maybe there's nothing particular to look for. But if there's a nonlinearity here like it seems like there might be here [pointing to freedom x corruption scatterplot]. So the the people who are low in the corruption score seem to cluster high in the freedom score.,,,pairplot_df_4728sjuizhappiness,pairplot,FALSE,,,relationship (continuous X continuous),relationship cluster(s)/subgroup/ unexpected,RELATIONSHIP,,alx.pairplot(df),,,pairplot_df_4728sjuizhappiness,visualization, alx.pairplot(df)  
950,"jointplot_freedom_corruption_4728sjuizhappiness,",,,,Static,,"relationship (multivariate)
",,,,,,,,,,,,Happiness,,,,,4728sjuiz,,,,,,,,42:52,,,And are they within range for other Variables as well.,,,jointplot_freedom_corruption_4728sjuizhappiness,scatterplot,FALSE,,,"relationship (multivariate)
",relationship cluster(s)/subgroup/ unexpected,RELATIONSHIP,,"alx.jointplot(df, 'freedom', 'corruption')",,,jointplot_freedom_corruption_4728sjuizhappiness,visualization," alx.jointplot(df, 'freedom', 'corruption')  "
952,"null_count_plot_4728sjuizspace,",,,,Interactive,,,,,,,,,,,,,,Space,,,,,4728sjuiz,,,,,,,,1:10:00,,,"So a bunch of the data here have one column missing. So I mean, one thing we can do is ask which one of these is there one problematic column?",,,null_count_plot_4728sjuizspace,scatterplot,FALSE,,,,plan of action,ANALYSIS PROCESS,,"isnull_df = pd.DataFrame(df.isnull().sum(axis=1)).reset_index()
isnull_df['NullCount'] = isnull_df[0]
isnull_df.drop(columns=0, inplace=True)
alx.scatterplot(data=isnull_df, x='index', y='NullCount', width=1000, height=500)",,,null_count_plot_4728sjuizspace,visualization,"isnull_df = pd.DataFrame(df.isnull().sum(axis=1)).reset_index()
isnull_df['NullCount'] = isnull_df[0]
isnull_df.drop(columns=0, inplace=True)
alx.scatterplot(data=isnull_df, x='index', y='NullCount', width=1000, height=500)"
977,,,,,Static,,,,,,,,,,,,,,Happiness,,,,,3r2sh20ei,,,,,,,,20:21,,,"So before I would like to be able to answer any of those I would just start looking like, make sure things met my expectation... . Make sure things were on the right, like distribution or values. If anything looked outside of what I would expect.",,,,none,FALSE,,,,"distribution shape [shape, skew, kurtosis]",VARIABLE,,,,,,,   
