SID,PID,PNUM,Condition,Notebook,Timestamp,interaction_used,Data Type,Highlevel,Utterance Type,Final_Group,group,All representations,Flag Storytelling,Flag Correction,Flag Simultaneous Characterization,Utterance
603,s294hoei,P13,Static,Happiness,36:59:00,FALSE,,ANALYSIS PROCESS,representation comment,heatmap,heatmap,"happiness_corr_heatmap_s294hoeihappiness, ",,,,I don't need to be confused by information that's already on that on that plot
604,s294hoei,P13,Static,Happiness,37:05:00,FALSE,relationship (continuous X continuous),RELATIONSHIP,relationship strength and/or direction,heatmap,heatmap,"happiness_corr_heatmap_s294hoeihappiness, ",,,,seems like happiness and social support are pretty correlated.
605,s294hoei,P13,Static,Happiness,37:10:00,FALSE,relationship (continuous X continuous),RELATIONSHIP,relationship strength and/or direction,scatterplot,scatterplot,"happiness_corr_heatmap_s294hoeihappiness, ",,,," Seems like log Gdp per capita and social support are pretty correlated, which is interesting."
606,s294hoei,P13,Static,Happiness,37:17:00,FALSE,relationship (continuous X continuous),RELATIONSHIP,relationship strength and/or direction,scatterplot,scatterplot,"happiness_corr_heatmap_s294hoeihappiness, ",,,,"Life  expectancy, and GDP per capita are related."
607,s294hoei,P13,Static,Happiness,38:14:00,FALSE,,ANALYSIS PROCESS,representation comment,scatterplot,scatterplot,"life_expectancy_vs_gdp_scatterplot_initial_s294hoeihappiness, ",,,,I like this chart
608,s294hoei,P13,Static,Happiness,38:20:00,FALSE,relationship (continuous X continuous),RELATIONSHIP,relationship strength and/or direction,scatterplot,scatterplot,"life_expectancy_vs_gdp_scatterplot_initial_s294hoeihappiness, ",TRUE,,,I'm seeing income or wealth being related to people living longer; shows me that the world is not a very fair place
609,s294hoei,P13,Static,Happiness,38:39:00,FALSE,,ANALYSIS PROCESS,representation comment,scatterplot,scatterplot,"life_expectancy_vs_gdp_scatterplot_initial_s294hoeihappiness, ",,,,"there seems to be this sort of wind to the graph that I mean, I'm sure it's not so mathematical, but its pretty cool to see. Almost has like like a wave to it."
610,s294hoei,P13,Static,Happiness,39:12:00,FALSE,,ANALYSIS PROCESS,plan of action,heatmap,heatmap,"life_expectancy_vs_gdp_scatterplot_initial_s294hoeihappiness, ",,,,"I'd be curious to .... maybe get labels on some of the outliers, maybe a point here and maybe a point here and be a part here."
611,s294hoei,P13,Static,Happiness,39:48:00,FALSE,,ANALYSIS PROCESS,representation comment,scatterplot,scatterplot,"life_expectancy_vs_gdp_scatterplot_repeated_s294hoeihappiness, ",,,," like, maybe I'd start with just like labeled everything. And then it probably gives me, because the outliers are so spatially  far apart from each other. I could maybe keep the labels on this value"
612,s294hoei,P13,Static,Happiness,40:33:00,FALSE,relationship (continuous X continuous),RELATIONSHIP,relationship strength and/or direction,scatterplot,scatterplot,"happiness_corr_heatmap_s294hoeihappiness, ",,,,Then this seems particularly negative [pointing at the social support and negativeAffect item]
613,s294hoei,P13,Static,Happiness,43:02:00,FALSE,,ANALYSIS PROCESS,representation comment,scatterplot,scatterplot,"life_expectancy_vs_gdp_scatterplot_facet_column_s294hoeihappiness, ",,,," like that classic Hans rosling chart track. Some of these points over time and I guess that's where, if if there'd be like a I don't know if there's like a label function where I can just say, label one country, and then I can almost see the country moving around."
614,s294hoei,P13,Static,Happiness,43:30:00,FALSE,,ANALYSIS PROCESS,representation comment,scatterplot,scatterplot,"life_expectancy_vs_gdp_scatterplot_facet_column_s294hoeihappiness, ",,,,"pretty sweet that I could make a faceted scatter project which was so, which was sounding pretty complicated in my head through just the addition of 'facet'."
615,s294hoei,P13,Static,Happiness,43:57:00,FALSE,,ANALYSIS PROCESS,representation comment,lineplot,lineplot,"life_expectancy_vs_gdp_scatterplot_facet_column_s294hoeihappiness, ",,,,Can I add a line of best fit here?
616,s294hoei,P13,Static,Happiness,44:18:00,FALSE,relationship (continuous X continuous),ANALYSIS PROCESS,representation comment,lineplot,lineplot,"life_expectancy_vs_gdp_scatterplot_facet_column_s294hoeihappiness, ",,,,Because it does seem like it does seem like there's something happening with the gradient. But I can't really like the gradients not really consistent. And II think it'd be fun to if I can maybe see if there's if the gradient is changing in any way over time.
617,s294hoei,P13,Static,Happiness,46:51:00,FALSE,,ANALYSIS PROCESS,representation comment,lineplot,lineplot,"happiness_over_years_facet_by_country_s294hoeihappiness, ",,,,"Oh, I love this. this is this is absolutely, This is giving me so much joy. just extreme joy at the moment."
618,s294hoei,P13,Static,Happiness,46:40:00,FALSE,,ANALYSIS PROCESS,representation comment,lineplot,lineplot,"happiness_over_years_facet_by_country_s294hoeihappiness, ",,,,"What's the why is the Y consist. Oh, my God."
619,s294hoei,P13,Static,Happiness,46:45:00,FALSE,relationship (categorical X continuous),RELATIONSHIP,relationship strength and/or direction,lineplot,lineplot,"happiness_over_years_facet_by_country_s294hoeihappiness, ",TRUE,,,"this is this is just global inequality, captured in one easy to make to visualization. I love this"
620,s294hoei,P13,Static,Happiness,47:25:00,FALSE,,ANALYSIS PROCESS,representation comment,lineplot,lineplot,"happiness_over_years_facet_by_country_s294hoeihappiness, ",,,,then I can also see the spikes and dips and changes.
621,s294hoei,P13,Static,Happiness,47:07:00,FALSE,"relationship (multivariate)
",RELATIONSHIP,relationship strength and/or direction,lineplot,lineplot,"happiness_over_years_facet_by_country_s294hoeihappiness, ",,,,"what happened to Nepal in 2020, they got happier."
622,s294hoei,P13,Static,Happiness,47:12:00,FALSE,"relationship (multivariate)
",RELATIONSHIP,relationship strength and/or direction,lineplot,lineplot,"happiness_over_years_facet_by_country_s294hoeihappiness, ",,,,"what's a country that's feeling sad. Oh, no! Oh, that makes a lot of sense. [looking at a sharp drop in happiness in 2020 in Lebanon, presumable due to the 2020 beruit explosion]"
623,s294hoei,P13,Static,Happiness,47:21:00,FALSE,"relationship (multivariate)
",RELATIONSHIP,relationship strength and/or direction,lineplot,lineplot,"happiness_over_years_facet_by_country_s294hoeihappiness, ",TRUE,,,"Oh, fuck, I didn't realize that Jordan"
624,s294hoei,P13,Static,Happiness,47:29:00,FALSE,"relationship (multivariate)
",RELATIONSHIP,relationship strength and/or direction,lineplot,lineplot,"happiness_over_years_facet_by_country_s294hoeihappiness, ",,,,"classic Japan, just in the middle."
625,s294hoei,P13,Static,Happiness,47:35:00,FALSE,"relationship (multivariate)
",RELATIONSHIP,relationship strength and/or direction,lineplot,lineplot,"happiness_over_years_facet_by_country_s294hoeihappiness, ",TRUE,,,"our global benchmark [hovering over Iceland, who was near the top of happiness]"
626,s294hoei,P13,Static,Happiness,47:39:00,FALSE,"relationship (multivariate)
",RELATIONSHIP,relationship strength and/or direction,lineplot,lineplot,"happiness_over_years_facet_by_country_s294hoeihappiness, ",,,,"  oh, the Germans are not it"
627,s294hoei,P13,Static,Happiness,47:44:00,FALSE,,ANALYSIS PROCESS,representation comment,lineplot,lineplot,"happiness_over_years_facet_by_country_s294hoeihappiness, ",,,,Just scrolling through. I feel like just seeing some of the lines go up and down
628,s294hoei,P13,Static,Happiness,48:05:00,FALSE,,ANALYSIS PROCESS,representation comment,lineplot,lineplot,"happiness_over_years_facet_by_country_s294hoeihappiness, ",,,,"So when I'm scrolling across, Just for me, It's the animation that lines are stacked in different vertical positions"
629,s294hoei,P13,Static,Happiness,48:31:00,FALSE,"relationship (multivariate)
",RELATIONSHIP,relationship strength and/or direction,lineplot,lineplot,"happiness_over_years_facet_by_country_s294hoeihappiness, ",TRUE,,,"Lebanon's just by default, never as happy as Ireland. you know, and then they are, you know, sinking further in terms of you know, with with conflict and all that."
630,s294hoei,P13,Static,Happiness,48:38:00,FALSE,,ANALYSIS PROCESS,representation comment,lineplot,lineplot,"happiness_over_years_facet_by_country_s294hoeihappiness, ",,,,"It's letting me add a bunch of non-trivial narratives and it's giving me thatâ--  that initial evidence for fitting some of those stories in."""
631,s294hoei,P13,Static,Happiness,49:25:00,FALSE,"relationship (multivariate)
",RELATIONSHIP,relationship form (linearity/non-linearity),lineplot,lineplot,"happiness_over_years_facet_by_country_s294hoeihappiness, ",,,,"Once I'm once I'm not scrolling horizontally. Once I'm looking at a specific chart, I'm looking for how the line moves and some of the ones that I'm particularly attuned to are the ones which are, for example, Bulgaria has a has a pretty interesting stepped kind of rise. So I'm I'm I'm interested in the specific movements in the data."
632,s294hoei,P13,Static,Happiness,49:30:00,FALSE,"relationship (multivariate)
",RELATIONSHIP,relationship strength and/or direction,lineplot,lineplot,"happiness_over_years_facet_by_country_s294hoeihappiness, ",,,,"oh, this is a really fun one. right now, China is rising up."
633,s294hoei,P13,Static,Happiness,49:36:00,FALSE,"relationship (multivariate)
",RELATIONSHIP,relationship strength and/or direction,lineplot,lineplot,"happiness_over_years_facet_by_country_s294hoeihappiness, ",,,,Oh What's the Us doing? Oh Pretty standard.
634,s294hoei,P13,Static,Happiness,49:38:00,FALSE,"relationship (multivariate)
",RELATIONSHIP,relationship strength and/or direction,lineplot,lineplot,"happiness_over_years_facet_by_country_s294hoeihappiness, ",,,,"Oh, look how look how similar these 3, these 3 are! Just based based on alphabets."
635,s294hoei,P13,Static,Happiness,49:38:00,FALSE,"relationship (multivariate)
",ANALYSIS PROCESS,plan of action,data_dictionary,data_dictionary,"happiness_over_years_facet_by_country_s294hoeihappiness, ",,,,"Would be really interesting to maybe also do like a regional, because I bet there's some there's some region slash income baked into this because income and happiness"
636,s294hoei,P13,Static,Happiness,50:30:00,FALSE,,ANALYSIS PROCESS,representation comment,data_dictionary,data_dictionary,,,,,"I think observable, is a bit of a different environment for me, because I don't know a lot of Javascript. I'm a lot more comfortable with python. "
637,s294hoei,P13,Interactive,Space,1:17:52,FALSE,,DATASET,variable metadata,data_dictionary,data_dictionary,"data_dictionary, ",,,,cryosleep indicates whether the passengers are likely to be put into suspend animation to the duration of the words or not. Passengers in cryosleep are confined to the cabins.
638,s294hoei,P13,Interactive,Space,1:18:00,FALSE,,DATASET,variable metadata,data_dictionary,data_dictionary,"data_dictionary, ",,,,cabin number sent to the passenger on the Space Titanic.
639,s294hoei,P13,Interactive,Space,1:18:03,FALSE,,DATASET,variable metadata,data_dictionary,data_dictionary,"data_dictionary, ",,,,the passenger Destination Destination Point
640,s294hoei,P13,Interactive,Space,1:18:10,FALSE,,DATASET,variable metadata,data_dictionary,data_dictionary,"data_dictionary, ",,,,age of the passenger.
641,s294hoei,P13,Interactive,Space,1:18:13,FALSE,,DATASET,variable metadata,python,python,"data_dictionary, ",,,,"how much money the passengers used on space room, service and journey."
642,s294hoei,P13,Interactive,Space,1:18:33,FALSE,,DATASET,variable metadata,python,python,"data_dictionary, ",,,,variable indicating whether the passenger survived.
643,s294hoei,P13,Interactive,Space,1:20:03,FALSE,distribution (categorical),VARIABLE,"distribution shape [shape, skew, kurtosis]",profile,profile,"survived_count_initial_s294hoeispace, ",,,,[looking at value counts for survived] It's about at 50%.
644,s294hoei,P13,Interactive,Space,1:20:17,FALSE,,ANALYSIS PROCESS,representation comment,profile,profile,"survived_percentage_wrong_arg_s294hoeispace, ",,,,"It's called something as a precise, norm... normal? [trying to remember the parameter for a function]"
645,s294hoei,P13,Interactive,Space,1:22:13,FALSE,,ANALYSIS PROCESS,representation comment,profile,profile,"combined_profile_with_wrong_columns_s294hoeispace, ",,,,I'm liking this because it's giving me frequencies and histograms for the variables in in giving me a sense of the data
646,s294hoei,P13,Interactive,Space,1:22:23,FALSE,,ANALYSIS PROCESS,representation comment,profile,profile,"combined_profile_with_wrong_columns_s294hoeispace, ",,,,"Much better, I realize, than doing value counts a bunch of timesâ--  it adds more visual component to value counts"
647,s294hoei,P13,Interactive,Space,1:22:45,FALSE,distribution (categorical),VARIABLE,"distribution shape [shape, skew, kurtosis]",profile,profile,"combined_profile_with_wrong_columns_s294hoeispace, ",,,,Not a lot of the passengers will be VIPs.
648,s294hoei,P13,Interactive,Space,1:22:55,FALSE,distribution (categorical),VARIABLE,"distribution shape [shape, skew, kurtosis]",profile,profile,"combined_profile_with_wrong_columns_s294hoeispace, ",,,TRUE,did not spend a lot of money on room service or the food court or the shopping mall. So these all have logarithmic distributions.
649,s294hoei,P13,Interactive,Space,1:23:07,FALSE,distribution (categorical),VARIABLE,"distribution shape [shape, skew, kurtosis]",profile,profile,"combined_profile_with_wrong_columns_s294hoeispace, ",,,,"we saw with survival that it's  it's a it's bimodal. It's like Some survival means binary, variable. But there's like an equal distribution of people who survive and don't"
650,s294hoei,P13,Interactive,Space,1:23:10,FALSE,distribution (categorical),VARIABLE,"distribution shape [shape, skew, kurtosis]",profile,profile,"combined_profile_with_wrong_columns_s294hoeispace, ",,,," I'm curious why, there's so many cabins. What is happening in cabin."
651,s294hoei,P13,Interactive,Space,1:24:01,FALSE,distribution  (continuous),VARIABLE,"distribution shape [shape, skew, kurtosis]",Multi-view Chart,Multi-view Chart,"combined_profile_with_wrong_columns_s294hoeispace, ",,,,And there's some young people.
652,s294hoei,P13,Interactive,Space,1:24:20,FALSE,,ANALYSIS PROCESS,plan of action,Multi-view Chart,Multi-view Chart,"combined_profile_with_wrong_columns_s294hoeispace, ",,,,I want to do and see how all of this changes based on age
653,s294hoei,P13,Interactive,Space,1:31:01,TRUE,relationship (categorical X continuous),RELATIONSHIP,relationship strength and/or direction,Multi-view Chart,Multi-view Chart,"highlight_effect_barplot_s294hoeispace, ",,,TRUE,"Let's see where people under 20 will go. Seems like most of these, follow the underlying distribution."
654,s294hoei,P13,Interactive,Space,1:31:08,TRUE,relationship (categorical X continuous),RELATIONSHIP,relationship strength and/or direction,Multi-view Chart,Multi-view Chart,"highlight_effect_barplot_s294hoeispace, ",,,,"let's see who survived, okay pretty comparable."
655,s294hoei,P13,Interactive,Space,1:32:21,TRUE,relationship (continuous X continuous),RELATIONSHIP,relationship strength and/or direction,heatmap,heatmap,"highlight_effect_barplot_s294hoeispace, ",,,,Let's see if the people who spend money on room service also spend money on other things.
656,s294hoei,P13,Interactive,Space,1:33:05,FALSE,relationship (continuous X continuous),RELATIONSHIP,relationship strength and/or direction,heatmap,heatmap,"highlight_effect_barplot_s294hoeispace, space_titanic_corr_heatmap_s294hoeispace, ",,,,"Oh, I guess it's like people who are not spending on room service are not spending on other things, too"
657,s294hoei,P13,Interactive,Space,1:34:59,FALSE,relationship (continuous X continuous),RELATIONSHIP,relationship strength and/or direction,Multi-view Chart,Multi-view Chart,"space_titanic_corr_heatmap_s294hoeispace, ",,,TRUE,"So if you spent money on the Food Court, did you also spend money on the VR thing. If you spend money on the spa, you just spend money on the VR deck and it does seem like there are correlations here."
658,s294hoei,P13,Interactive,Space,1:35:23,FALSE,relationship (continuous X continuous),RELATIONSHIP,relationship strength and/or direction,dataframe,dataframe,"space_titanic_corr_heatmap_s294hoeispace, ",,,TRUE,I think correlation is that they're all 0.
659,s294hoei,P13,Interactive,Space,1:36:10,TRUE,relationship (categorical X continuous),RELATIONSHIP,relationship strength and/or direction,heatmap,heatmap,"highlight_effect_barplot_s294hoeispace, ",,,,"You can see if the  if vips are older, but there's so few of them."
660,s294hoei,P13,Interactive,Space,1:37:34,FALSE,,ANALYSIS PROCESS,plan of action,Multi-view Chart,Multi-view Chart,"space_titanic_head_third_s294hoeispace, ",,,,I could maybe do some data wrangling and figure out if there were cabins â-- And they're not going to be a lot of maybe there are â--  cabins with multiple people. Doesn't seem that they're going to be a lot of them. But just let me see if if they're if they're different
662,s294hoei,P13,Interactive,Space,1:38:56,FALSE,relationship (categorical X continuous),RELATIONSHIP,relationship strength and/or direction,data_dictionary_describe,data_dictionary_describe,"space_titanic_corr_heatmap_s294hoeispace, ",TRUE,,,maybe people who stayed inside their rooms survived. [hovering over the survived and Roomservice columns]
663,s294hoei,P13,Interactive,Space,1:39:25,TRUE,,ANALYSIS PROCESS,representation comment,double-profiler,double-profiler,"roomservice_highlight_count_repeated_s294hoeispace, ",,,,"I don't seek out brushing often in my own data analysis, because it can track underlying distributions. And then and it sort of my understanding here is that it's sort of just in terms of how it's it's stacking up. It seems to be tracking underline distribution."
664,s294hoei,P13,Interactive,Space,1:42:46,TRUE,distribution  (continuous),ANALYSIS PROCESS,representation comment,pairplot,pairplot,"roomservice_highlight_count_repeated_s294hoeispace, ",,,,"some of the some of the data points on the edges are very small. We don't have a lot of observations there. What I'm saying is maybe because, you know, there aren't many observations there, but if if it was  I don't know, maybe if I could just see that distribution instead of that in comparison to the underlying distribution. Maybe there was other, maybe there would. There'd be other insights."
2086,j2719eertu2,P5,Static,Space,23:03,FALSE,relationship (categorical X continuous),DATASET,variable metadata,data_dictionary_describe,data_dictionary_describe,"dataframe_describe_j2719eertu2space, data_dictionary, ",,,,"Oh, how much money the passenger used on a variety of things which i'm guessing is probably it might be correlated with VIP,"
2097,j2719eertu2,P5,Static,Space,30:04:00,FALSE,distribution (categorical),VARIABLE,"distribution shape [shape, skew, kurtosis]",double-profiler,double-profiler,"double_profile_survivors_nonSurvivors_j2719eertu2space, ",,,,"the vip it's hard to say, because there's just so many that we're not vip so later it might kind of print out
the actual counts just to check that."
2100,j2719eertu2,P5,Static,Space,35:10:00,FALSE,distribution  (continuous),ANALYSIS PROCESS,plan of action,pairplot,pairplot,"pairplot_uppercaseColumns_j2719eertu2space, ",,,TRUE,"I may want to do a transformation on these. They they don't necessarily seem like correlated, but so many of them are so close to 0 that it's just like hard to tell. "
2140,j2719eertu2,P5,Interactive,Happiness,1:34:00,TRUE,,DATASET,data provenance,Multi-view Chart,Multi-view Chart,"yearFilter_freedom_happiness_profile_barplot_combo_wider_j2719eertu2happiness, ",TRUE,,,"Oh, wow, okay. So
there's a lot more happiness scores as the years go on, and I kind of can't see all of them on that.
I guess the 2,005 they didn't measure happiness score for all the countries
"
2143,j2719eertu2,P5,Interactive,Happiness,1:35:29,TRUE,relationship (continuous X continuous),DATASET,missing data,Multi-view Chart,Multi-view Chart,"yearFilter_freedom_happiness_profile_barplot_combo_wider_j2719eertu2happiness, ",,,,"so 2,005, there's fewer countries is measuring their happiness for so it kind of looks like the
like mean happiness. Score is higher, but it might just be that
the countries with the lower happiness just weren't measured that year."
2146,j2719eertu2,P5,Interactive,Happiness,1:36:27,TRUE,relationship (continuous X continuous),ANALYSIS PROCESS,plan of action,Multi-view Chart,Multi-view Chart,"yearFilter_logGDP_happiness_profile_barplot_combo_j2719eertu2happiness, ",,,,"So let me change the scatter plot to back to the log.
GDPpercapita
so that relationship stays pretty
constant."
2155,lkin27js09b,P7,Static,Space,24:14:00,FALSE,,ANALYSIS PROCESS,plan of action,data_dictionary,data_dictionary,"data_dictionary, ",,,,"I'm looking at what are the different data types. Specifically, you know, what are the actual data types, as far asâ--  Is it numerical, or float values, or binary, or string values and things like that. So you know how to how to process those once you read it into the data frame."
2161,lkin27js09b,P7,Static,Space,27:12:00,FALSE,,DATASET,missing data,python,python,"df_print2_lkin27js09bspace, ",,,,"It's kind of interesting, because some are none. some of the zeros, some are nulls. Not sure why that would be."
2164,lkin27js09b,P7,Static,Space,32:41:00,FALSE,distribution  (continuous),VARIABLE,"distribution shape [shape, skew, kurtosis]",python,python,"unique_val_count3_lkin27js09bspace, ",,,,"I probably sort this out to see if and probably throw that in a histogram, too, to see. Get an idea on the on the general ages of the passengers."
2175,lkin27js09b,P7,Static,Space,42:17:00,FALSE,relationship (categorical X continuous),RELATIONSHIP,relationship strength and/or direction,none,none,,,,,"Well, yeah. So i'd add, I would, I would add their total. the the total of these values room service, food court, shopping mall to see how much they spent to see if that was a factor"
2176,lkin27js09b,P7,Interactive,Happiness,1:13:38,FALSE,,DATASET,variable metadata,data_dictionary,data_dictionary,"data_dictionary, ",,,,We got overall score. probably some the method of scoring to get that based on these other attributes.
2177,lkin27js09b,P7,Interactive,Happiness,1:14:05,FALSE,,DATASET,variable metadata,data_dictionary,data_dictionary,"data_dictionary, ",,,,so we probably want to know which of these attributes most is attributable to this score
2183,lkin27js09b,P7,Interactive,Happiness,1:18:52,FALSE,,ANALYSIS PROCESS,representation comment,none,none,"interactive_tutorial, ",,,,Then I'd probably just make one of these for each of the attributes. 
2185,lkin27js09b,P7,Interactive,Happiness,1:23:32,FALSE,distribution (categorical),VARIABLE,"distribution shape [shape, skew, kurtosis]",barplot,barplot,"barplot_country2_lkin27js09bhappiness, ",,,,"And then if I had more time to do something like this, group these countries into subgroups, whether that's continents or you know smaller subsets to see if there'sâ--  you know it's tough to try to gauge that at the country levelâ--  so I think you could probably bridge that by grouping them into some sort of, you know, probably North America, South America."
2200,li832lin23,P8,Static,Space,0:32:59,FALSE,distribution (categorical),ANALYSIS PROCESS,representation comment,barplot,barplot,"barplot_survived_cryosleep_li832lin23space, ",,,,"I think maybe the VIP people survive a little more. It's hard to say, given the proportional difference.
"
2211,li832lin23,P8,Interactive,happiness,1:06:14,FALSE,relationship (continuous X continuous),ANALYSIS PROCESS,representation comment,none,none,,,,TRUE,"I will just do a bunch of variable set of plots with happiness against the other variables, and then, when I want to break it out, I will, By country which is the only available form of categorization."
2218,li832lin23,P8,Interactive,happiness,1:09:56,FALSE,relationship (continuous X continuous),RELATIONSHIP,outlier (relationship),scatterplot,scatterplot,"tooltip_brush_jointplot_happ_lifeExp3_li832lin23happiness, ",,,,I don't know why I put the interaction into there actually. I think it's just so I can look at outliers. 
2232,li832lin23,P8,Interactive,happiness,1:21:43,FALSE,relationship (continuous X continuous),ANALYSIS PROCESS,representation comment,Multi-view Chart,Multi-view Chart,"tooltip_brush_barplot_avg_happiness_profile8_li832lin23happiness, ",,,,"I'm looking at this by country, and I can't see anything. "
2233,li832lin23,P8,Interactive,happiness,1:21:47,TRUE,,ANALYSIS PROCESS,representation comment,Multi-view Chart,Multi-view Chart,"tooltip_brush_barplot_avg_happiness_profile8_li832lin23happiness, ",,,,"If I had a real thing, I would probably do by regions"
2250,bjs827ee1u,P6,Interactive,space,1:17:12,FALSE,relationship (categorical X categorical),ANALYSIS PROCESS,representation comment,dataframe,dataframe,"display_df_bjs827ee1uspace, ",,,,"I think I will start with the with the scatterplot and I will compare, just randomly, the home planet with the cryo-sleep. I guess it won't work because it's a boolean thing. But oh, okay. Actually, it works."
2252,bjs827ee1u,P6,Interactive,space,1:18:08,TRUE,,ANALYSIS PROCESS,representation comment,scatterplot,scatterplot,"Age_CryoSleep_scatterplot_bjs827ee1uspace, ",,,,there is actually a third option which I don't understand true false and whatever.
2256,bjs827ee1u,P6,Interactive,space,1:26:51,FALSE,relationship (categorical X categorical),ANALYSIS PROCESS,plan of action,python,python,"count_survived_bjs827ee1uspace, ",,,,"Okay, now I want to see who survived who are VIPs."
2263,3r2sh20ei,P9,Interactive,Space,1:08:19,FALSE,,ANALYSIS PROCESS,representation comment,dataframe,dataframe,"display_dataframe_3r2sh20eispace, ",,,,Data frame. Got a bunch of columns. Don't know what they mean.
2276,3r2sh20ei,P9,Interactive,Space,1:11:03,FALSE,distribution (categorical),DATASET,missing data,profile,profile,"profile_dataframe_3r2sh20eispace, ",,,,So we have 4 â--  No â--  3 different home planets and nulls.
2277,3r2sh20ei,P9,Interactive,Space,1:11:18,FALSE,,ANALYSIS PROCESS,representation comment,profile,profile,"profile_dataframe_3r2sh20eispace, ",,,,"Oh, there's some that say null rather than Nan's"
2285,3r2sh20ei,P9,Interactive,Space,1:14:57,FALSE,,ANALYSIS PROCESS,representation comment,dataframe_profile,dataframe_profile,"profile_dataframe_3r2sh20eispace, vip_value_counts_3r2sh20eispace, null_rows_dataframe_3r2sh20eispace, ",,,,"Okay, this makes sense. So all of these NaN's are nulls on the above correct"
2286,3r2sh20ei,P9,Interactive,Space,1:15:13,FALSE,,ANALYSIS PROCESS,representation comment,profile,profile,"profile_dataframe_3r2sh20eispace, ",,,,[Talking about the profiler showing nulls] It was helpful if they show up. Most obscure it. So I'm glad they're at least displayed.
2291,3r2sh20ei,P9,Interactive,Space,1:31:58,FALSE,relationship (categorical X continuous),RELATIONSHIP,relationship strength and/or direction,double-profiler,double-profiler,"profile_survived-2_3r2sh20eispace, profile_deceased_3r2sh20eispace, ",,,,"They [hovering over survived profiler in double profiler] spent significantly more seems plausible. Given the x-axisâ--  which is, by the way, a bad way to do thisâ--  the people who survived seems like the richest people."
2292,3r2sh20ei,P9,Interactive,Space,1:32:14,FALSE,relationship (categorical X continuous),RELATIONSHIP,relationship strength and/or direction,double-profiler,double-profiler,"profile_survived-2_3r2sh20eispace, profile_deceased_3r2sh20eispace, ",,,TRUE,"We're still in that data set because the X-axis difference between room service. although for court that's not the same. Those deceased there are some higher values, shopping malls and higher values down there. So that idea is doesn't buy out looking "
2293,3r2sh20ei,P9,Interactive,Space,1:32:24,FALSE,relationship (categorical X categorical),RELATIONSHIP,relationship strength and/or direction,double-profiler,double-profiler,"profile_survived-2_3r2sh20eispace, profile_deceased_3r2sh20eispace, ",,,,"so I don't know what the Y-axis is here, if it's the same between top and bottom, but the relative distribution most people from Earth. But we had a lot of people from Europa who died relatively more."
2297,7382kwtue,P3,Static,Space,0:19:30,FALSE,,ANALYSIS PROCESS,representation comment,scatterplot,scatterplot,"VIP_Cryosleep_sizeCount_scatter_big_7382kwtuespace, cryosleep_value_counts_2_7382kwtuespace, ",,,,"I wonder why, there aren't these null values? If doesn't seem to have a mapping for [refering to the pandas output of cryosleep_value_counts_2_7382kwtuespace]. 

Oh it It seems like they're in there there. Okay."
2312,7382kwtue,P3,Static,Space,36:26:00,FALSE,relationship (categorical X continuous),RELATIONSHIP,relationship existence / non-existence,none,none,,,,,"Now, I really quickly wanna check a little bit more about that higher rate of young people not surviving."
2320,7382kwtue,P3,Interactive,Happiness,1:09:07,FALSE,"relationship (multivariate)
",RELATIONSHIP,relationship cluster(s)/subgroup/ unexpected,scatterplot,scatterplot,"corruption_confidence_hover_pan_zoom_color_freedomQ_separate_encoding_scatter_bigger_7382kwtuehappiness, ",,,,Seems like there's an interesting mix there. But I don't know if that's the determining factor. [freedom and the relationship between highly corruption and highly confident in government entities].
2321,7382kwtue,P3,Interactive,Happiness,1:09:15,FALSE,"relationship (multivariate)
",RELATIONSHIP,relationship cluster(s)/subgroup/ unexpected,scatterplot,scatterplot,"corruption_confidence_hover_pan_zoom_color_generosityQ_separate_encoding_scatter_7382kwtuehappiness, ",,,,I need to see if generosity correlated with corruption. Actually might like a little bit. What else do we have that might be a factor?
2322,7382kwtue,P3,Interactive,Happiness,1:09:55,FALSE,"relationship (multivariate)
",RELATIONSHIP,relationship cluster(s)/subgroup/ unexpected,scatterplot,scatterplot,"corruption_confidence_hover_pan_zoom_color_positive_affectQ_separate_encoding_scatter_2_7382kwtuehappiness, ",,,,"actually, let me see if positive effect correlates generally with how correct do you think?"
2323,7382kwtue,P3,Interactive,Happiness,1:10:11,FALSE,"relationship (multivariate)
",RELATIONSHIP,relationship cluster(s)/subgroup/ unexpected,scatterplot,scatterplot,"corruption_confidence_hover_pan_zoom_color_positive_affectQ_separate_encoding_scatter_3_7382kwtuehappiness, ",,,,And confidence in government is higher? Well. seems like that doesn't really correlate.
2324,7382kwtue,P3,Interactive,Happiness,1:10:43,FALSE,relationship (continuous X continuous),RELATIONSHIP,relationship cluster(s)/subgroup/ unexpected,scatterplot,scatterplot,"positiveAffect_corruption_hover_pan_zoom_encode_scatter_7382kwtuehappiness, ",,,,That's a weird dispersion [gestures to cluster with a low corruption and high positive affect that is distinct from the general trend]
2325,7382kwtue,P3,Interactive,Happiness,1:12:54,TRUE,"relationship (multivariate)
",RELATIONSHIP,relationship strength and/or direction,scatterplot,scatterplot,"positiveAffect_corruption_hover_pan_zoom_encode_color_alt_logGDP_scatter_7382kwtuehappiness, ",TRUE,,,"It seems like positive affect and corruption have sort of an odd relationship. It seems like most people in the data have a higher estimation of the corruption in their country. People who have a largely positive aspect to have a low estimation of of of corruption in their country. But there are these like 2 sort of separate lobes for people who have positive affect. So i'm trying to see what accounts for the difference between both of people down here and close to people up here. I was wondering if it's just a factor of like. The people down here are positive, but also enjoy like better Gdp than the people up here."
